Asset ID,Asset Name,Type,Description,IP Address,MAC Address,Serial Number,Model Number,Status,Decommissioned,Business Criticality,Impact Radius,Resource Group,Vendor,Manufacturer,Device Contact,Country,Site,Region,Business Time Zone,Tags
f4b8fe55-170d-46b9-823b-26aa0483b016,Device14,Printer,Description of Device14,207.11.68.61,c8:74:a0:ea:b4:1f,SN6JG1KC,ModelJWM1,Inactive,No,Medium,Local,Group5,Dell,Juniper,Contact2,Australia,Warehouse,North,GMT+5,Tag3
049b9f8c-6a80-49fb-9f0e-31bdb811ebee,Device15,Router,Description of Device15,29.130.180.152,bc:b9:47:5b:dd:8b,SN7Y2ASC,Model507J,Active,Yes,High,Local,Group5,HP,Dell,Contact2,UK,Warehouse,South,GMT+1,Tag2
26335fb9-deb2-48dd-a4a3-88e1a8b86fc8,Device16,Router,Description of Device16,91.238.194.54,74:50:f1:06:82:7d,SN6W7EUB,ModelWRWU,Active,Yes,Medium,Local,Group5,IBM,Juniper,Contact1,USA,HQ,South,GMT-8,Tag2
6225b2af-43c9-4528-91e4-9c5f00694804,Device17,Switch,Description of Device17,248.79.41.187,6f:24:b7:53:0b:1f,SN6ZEQZJ,ModelOQAD,Active,Yes,Low,Local,Group5,IBM,IBM,Contact5,Germany,HQ,West,GMT+1,Tag1
2c83b3a7-4d3d-4673-a89e-4fdd8b64f5a3,Device18,Server,Description of Device18,123.224.88.89,e1:a9:a7:03:f9:44,SND6IW89,ModelMULB,Active,No,Low,Global,Group4,IBM,IBM,Contact1,Germany,Branch Office,North,GMT-5,Tag1
f350d84f-71db-4427-ad3a-b5d7c27a0eca,Device19,Switch,Description of Device19,73.106.67.158,69:b8:4d:41:10:dd,SNW5T0ZA,Model8U0U,Active,Yes,High,Local,Group4,Cisco,IBM,Contact3,Canada,Datacenter,East,GMT+5,Tag1
2b76e810-1167-41f9-8a00-25c6714409c4,Device20,Server,Description of Device20,146.168.69.217,b7:f9:bd:54:84:a2,SNQ7TFR5,ModelG5S3,Active,Yes,Medium,Global,Group5,Cisco,IBM,Contact3,UK,Warehouse,South,GMT-8,Tag2
30e005f6-2b67-4959-8709-78927da5e512,Device21,Server,Description of Device21,95.149.161.109,c6:33:87:72:d2:48,SNLXLIHB,Model54IE,Inactive,Yes,High,Global,Group4,Dell,Juniper,Contact4,UK,Branch Office,North,GMT+5,Tag2
c9af74ae-1239-4643-ac37-3f44869d4382,Device22,Switch,Description of Device22,162.240.60.81,50:ac:88:fe:85:1f,SN6WY0O0,ModelEXM2,Active,No,Medium,Local,Group3,HP,Dell,Contact4,USA,Branch Office,South,GMT+5,Tag3
9bf96c44-737e-4276-a885-84860cada10c,Device23,Printer,Description of Device23,139.40.143.144,18:6c:0f:cf:49:94,SNCNDA2I,ModelP4AE,Active,No,Low,Global,Group4,Dell,Dell,Contact2,USA,Warehouse,North,GMT+1,Tag2
58a07e93-8cc9-4972-97d1-cd5e8948e5b1,Device24,Server,Description of Device24,220.115.107.157,d2:69:de:e9:a8:7d,SNFRCI0H,ModelSGAK,Active,No,Low,Local,Group1,IBM,IBM,Contact2,Germany,Warehouse,East,GMT-5,Tag2
01a50cc2-0498-4d7b-b5c1-4e5dc8fe4d74,Device25,Server,Description of Device25,128.61.81.56,1a:e9:d0:f1:6c:2b,SNRJ9HN4,Model2DWY,Active,No,Low,Local,Group5,Cisco,IBM,Contact3,UK,HQ,West,GMT+1,Tag1
dc3f3e33-c14d-479c-bb9f-ece0deed8361,Device26,Server,Description of Device26,80.2.200.58,2f:d8:9f:aa:83:52,SN2U98F0,ModelNF8B,Active,No,Low,Global,Group1,HP,Juniper,Contact3,Canada,Warehouse,East,GMT-5,Tag2
b5782fd2-69d8-4815-b2d9-d56f3bb546dc,Device27,Router,Description of Device27,231.204.20.171,0f:7d:e2:00:84:a2,SN2KBLZW,ModelN5CV,Inactive,No,Medium,Local,Group2,Juniper,IBM,Contact1,Germany,HQ,East,GMT-5,Tag3
2fa2f6cc-a213-452a-97b6-195c1f5cd7d3,Device28,Router,Description of Device28,10.116.141.175,9d:3d:81:6b:51:ca,SN66PO1E,Model3388,Inactive,Yes,High,Local,Group4,HP,Dell,Contact2,Germany,Datacenter,East,GMT-5,Tag1
32f6f79e-9eae-41ce-81aa-9b1714ff706c,Device29,Printer,Description of Device29,53.87.247.41,8a:cf:3e:93:5f:9a,SNWGO1F4,ModelBDXJ,Active,Yes,High,Global,Group3,HP,Juniper,Contact4,Australia,Branch Office,East,GMT+1,Tag1
11648f8c-5dd3-43a2-a8b6-55c4323ad154,Device30,Switch,Description of Device30,221.71.167.65,64:4b:8e:23:76:0c,SNJW96D8,Model381J,Inactive,No,Low,Local,Group1,HP,IBM,Contact1,Canada,Datacenter,East,GMT-8,Tag3
798268c5-dd93-46e1-9a04-9759eed22816,Device31,Router,Description of Device31,97.113.8.185,66:c3:c7:1a:2c:26,SN79O7L4,ModelP6I4,Inactive,Yes,High,Global,Group4,IBM,IBM,Contact5,Germany,Warehouse,West,GMT+5,Tag2
5e60a444-8884-4cd0-a14b-44d50f4d9368,Device32,Switch,Description of Device32,11.6.4.11,f0:2b:b0:6c:c6:9b,SNOUCUCA,ModelBGCZ,Active,Yes,Medium,Global,Group2,Cisco,Juniper,Contact5,Germany,Branch Office,East,GMT-5,Tag3
7348efa4-09b6-484b-b6d1-077bf0c81aa2,Device33,Server,Description of Device33,90.99.38.125,9c:52:05:47:fe:48,SNK3PW8H,Model816Y,Inactive,Yes,Medium,Global,Group3,IBM,Dell,Contact2,Australia,Branch Office,West,GMT-5,Tag2
82da94fe-5af9-455e-89c1-97cf6a2aded8,Device34,Server,Description of Device34,144.206.73.227,c1:f7:ba:f4:38:e3,SNKN5A4H,ModelEZOE,Inactive,Yes,Low,Global,Group4,HP,HP,Contact2,UK,Branch Office,West,GMT-8,Tag2
91ea75fe-91cb-4c00-b25e-6ba9eab95c63,Device35,Server,Description of Device35,75.158.130.215,7e:10:87:b7:3d:04,SNFXJB3L,ModelHTZJ,Active,Yes,High,Local,Group4,HP,Cisco,Contact4,USA,Warehouse,North,GMT+5,Tag3
ec580c0c-d56c-48ce-86f9-5cfb8fe6651b,Device36,Router,Description of Device36,167.24.50.20,ce:47:a7:18:7c:ce,SNLPB5Y6,ModelV213,Active,Yes,Low,Global,Group3,Juniper,HP,Contact4,UK,HQ,South,GMT-5,Tag3
f47a81da-48cc-4877-888a-dc96ccdf2f4a,Device37,Switch,Description of Device37,40.29.199.246,07:81:02:62:8a:d5,SND8HZ0Y,ModelJ8UX,Active,Yes,High,Local,Group3,Juniper,Juniper,Contact3,Germany,HQ,East,GMT+5,Tag3
b320c0e0-46b9-4dc7-a0c4-3b6b90626bb5,Device38,Router,Description of Device38,187.22.64.155,47:53:29:40:9b:a6,SNR27Q1R,ModelJGIM,Active,Yes,High,Local,Group5,Cisco,Juniper,Contact1,UK,HQ,East,GMT+1,Tag2
481e34d3-e27a-464e-88fb-8d6ecc38f2e0,Device39,Router,Description of Device39,59.129.230.143,33:5b:67:84:c8:a6,SNYV3PSL,ModelIUTR,Active,No,High,Global,Group2,IBM,IBM,Contact2,USA,Branch Office,North,GMT+1,Tag1
4fd7aa23-2813-4295-a8cf-3aea47d235a9,Device40,Server,Description of Device40,222.28.31.142,20:7b:79:32:65:62,SNH1LS9W,Model2ZYI,Active,Yes,Medium,Global,Group1,Dell,HP,Contact1,UK,Datacenter,South,GMT-5,Tag2
02717707-57ab-42e8-820b-d7e98929144b,Device41,Router,Description of Device41,109.169.138.239,76:45:a6:2c:b4:3e,SNOQIIFG,Model36PT,Inactive,Yes,Medium,Local,Group3,Cisco,HP,Contact1,Australia,Branch Office,East,GMT+1,Tag1
8780065a-8d16-43e1-b518-848073179a68,Device42,Switch,Description of Device42,163.147.68.233,cf:3e:b3:96:d6:12,SNRGHZQ8,ModelDZAA,Inactive,No,Low,Local,Group4,HP,Dell,Contact2,UK,Datacenter,West,GMT+5,Tag1
0532744c-e5b4-4387-8f12-fb3f605a5fb7,Device43,Router,Description of Device43,243.42.250.126,57:f3:c7:8e:79:78,SNWZHXIN,ModelGXIO,Inactive,Yes,Low,Global,Group5,Dell,HP,Contact5,Germany,Datacenter,East,GMT+5,Tag1
9f5cd64a-9960-4e2d-9988-e64af8dac19a,Device44,Firewall,Description of Device44,196.49.205.195,fe:3e:8e:a6:7a:2b,SNSCUOY0,ModelI6RO,Active,Yes,High,Local,Group4,Cisco,Cisco,Contact1,Australia,Branch Office,West,GMT-5,Tag3
d03b9c1b-6798-4b2d-b7fb-4b358ba5951b,Device45,Printer,Description of Device45,154.75.126.177,7a:0a:ac:03:0b:15,SNS51GP3,Model85D9,Inactive,Yes,Low,Local,Group4,IBM,Dell,Contact3,Germany,Datacenter,East,GMT+5,Tag1
9abe8052-d500-46a8-b311-caced995a256,Device46,Printer,Description of Device46,193.251.118.17,21:a3:cd:69:33:e0,SNYJQ7FD,Model55Z1,Active,No,Low,Global,Group5,Cisco,Juniper,Contact5,USA,HQ,East,GMT-8,Tag2
4caaa397-6b9d-4350-944a-7800a9c204a2,Device47,Router,Description of Device47,203.143.177.159,5a:e3:6c:37:ae:0b,SNJOV04F,ModelUOXW,Active,Yes,High,Global,Group4,IBM,HP,Contact1,Canada,Branch Office,South,GMT-5,Tag3
5972b459-bbb4-460e-a548-85fef41f3460,Device48,Firewall,Description of Device48,145.206.181.229,6d:f7:88:3a:b0:f4,SNI94XVZ,Model0MWD,Active,Yes,Low,Local,Group4,Cisco,Juniper,Contact5,UK,Warehouse,West,GMT+1,Tag1
a42c3d7e-f302-4715-ae16-3f7e6a15eb5a,Device49,Firewall,Description of Device49,81.15.21.241,6e:15:33:a6:23:ab,SN89UGC2,Model5NGO,Inactive,No,High,Global,Group3,Juniper,HP,Contact4,USA,Warehouse,South,GMT-8,Tag1
136fecde-600e-4f48-b006-c9585855c27a,Device50,Router,Description of Device50,78.0.198.207,00:ed:1f:cb:04:02,SNS9IZHQ,Model67BH,Active,No,High,Global,Group3,Dell,Juniper,Contact2,Canada,Warehouse,East,GMT-8,Tag2
6a48437c-c46c-4d96-86b4-39bc5acc2c9e,Device51,Server,Description of Device51,223.177.43.167,8a:a7:74:4b:56:0d,SNIAZT0A,Model5J9H,Active,No,High,Local,Group4,Dell,Dell,Contact5,Canada,Datacenter,North,GMT-8,Tag3
3033ac00-e7a8-499f-9e56-c00bb6755004,Device52,Printer,Description of Device52,11.81.159.249,07:8d:57:04:c6:4a,SNLF3I65,ModelT20Q,Inactive,No,High,Local,Group2,Dell,HP,Contact5,USA,HQ,North,GMT+1,Tag3
36a1359f-c25e-4a2d-a595-b1b3c9d8dadf,Device53,Switch,Description of Device53,48.185.212.249,cf:54:ba:09:23:55,SN4V4FPV,Model5V83,Inactive,No,Medium,Global,Group4,Juniper,Dell,Contact4,UK,HQ,West,GMT-5,Tag3
f0fcee11-041a-49ad-8177-6df057605da5,Device54,Printer,Description of Device54,17.35.223.34,7d:60:23:43:c8:54,SNC6COWK,ModelNU0E,Inactive,No,High,Global,Group4,HP,Cisco,Contact2,UK,Datacenter,South,GMT-8,Tag3
5cc0f6be-50f4-4d64-b73d-c51fe6e70683,Device55,Server,Description of Device55,176.147.130.80,da:70:8e:76:ce:db,SN793G2C,ModelGYQY,Inactive,No,Medium,Global,Group1,HP,Dell,Contact3,UK,Branch Office,West,GMT+5,Tag3
367bd973-245f-4dba-88cf-4852cec60ba9,Device56,Router,Description of Device56,146.251.209.46,7c:42:69:9e:61:b5,SNIOLZ1X,Model9D20,Active,Yes,High,Local,Group1,IBM,Cisco,Contact4,USA,Branch Office,South,GMT+1,Tag3
58fcbde0-91b6-4241-8af4-874b81c1f28f,Device57,Printer,Description of Device57,104.80.78.69,5c:9a:f8:b5:c8:25,SNKTQHZD,ModelEPTA,Inactive,Yes,Low,Local,Group2,Juniper,HP,Contact1,Germany,Datacenter,South,GMT+5,Tag3
ca685294-c22f-4233-b5bc-d4670acbe048,Device58,Server,Description of Device58,227.159.25.112,f3:a5:ec:ee:78:45,SNIIB8UI,Model7YX9,Active,Yes,Medium,Local,Group3,IBM,Cisco,Contact2,UK,Datacenter,North,GMT+5,Tag1
fa648333-5fc6-4704-a13e-feaf6e4d1898,Device59,Router,Description of Device59,173.125.92.158,09:f6:06:4f:67:d9,SNPENP3K,Model6823,Inactive,Yes,Low,Global,Group5,IBM,Cisco,Contact2,Canada,Warehouse,South,GMT-5,Tag3
fc0595f3-4b27-4b9a-9fdb-42685e4757e2,Device60,Router,Description of Device60,41.5.168.182,a0:2c:93:74:0d:f7,SNVKFWH2,Model442T,Inactive,No,High,Global,Group3,HP,IBM,Contact3,UK,Datacenter,West,GMT-8,Tag2
f2da4793-4724-4853-bb0b-0de8c9393667,Device61,Switch,Description of Device61,205.55.10.244,3c:d7:3e:e7:a7:fb,SN8SLC3J,ModelHDHR,Inactive,No,Low,Local,Group3,IBM,HP,Contact2,Canada,Warehouse,East,GMT-8,Tag2
9e4655f2-576d-40b0-83a8-bda84101459f,Device62,Firewall,Description of Device62,155.20.34.121,42:67:d6:5f:dc:40,SNK1K1UM,ModelPJ6Q,Inactive,Yes,High,Global,Group4,IBM,Juniper,Contact5,Germany,Branch Office,East,GMT-8,Tag2
c545163e-9a1d-4c78-8f5c-1386125b1b6a,Device63,Switch,Description of Device63,75.94.179.147,5e:90:42:98:3d:50,SNOMMXT0,Model5EOL,Active,Yes,Low,Global,Group2,Juniper,IBM,Contact4,Germany,Warehouse,South,GMT+5,Tag2
5d2fb3a7-508a-4ab0-88c8-21f3fb6c544a,Device64,Firewall,Description of Device64,56.255.165.144,4c:af:bb:b8:ca:80,SN23Q206,ModelMOXN,Active,Yes,High,Global,Group5,Cisco,Juniper,Contact1,Canada,Warehouse,South,GMT+1,Tag3
5644a91d-8c8c-452f-bf5a-1f135e5884ae,Device65,Firewall,Description of Device65,108.39.186.95,56:63:b3:5e:9c:c8,SNOBHH8D,ModelH5BT,Inactive,Yes,Medium,Global,Group1,Cisco,Cisco,Contact4,USA,Datacenter,West,GMT-5,Tag1
dbb97d2c-4123-4961-9fcb-5b824549a913,Device66,Firewall,Description of Device66,81.159.250.208,f6:90:fa:7a:90:f9,SN88DDLL,ModelOK88,Active,No,High,Global,Group3,HP,Dell,Contact2,USA,Branch Office,North,GMT+1,Tag1
ee0c3169-726c-470a-8383-8b83a7be9bbf,Device67,Printer,Description of Device67,229.189.147.147,63:0d:61:ba:28:25,SNC2NL72,ModelSDR4,Active,No,Medium,Local,Group5,Juniper,Dell,Contact5,UK,Datacenter,East,GMT-5,Tag1
0f859a09-c3a6-4584-9307-966e5cc651e2,Device68,Printer,Description of Device68,195.178.235.88,32:34:67:c5:3c:93,SNCZUYIA,Model7MHH,Active,Yes,Medium,Local,Group4,HP,Juniper,Contact2,USA,HQ,South,GMT-8,Tag1
cd35a94f-4ad5-41b1-a469-c5b0f1cd3070,Device69,Firewall,Description of Device69,163.140.192.181,44:ca:11:78:e7:53,SN32JVYB,ModelN3NQ,Inactive,Yes,Low,Global,Group5,HP,Dell,Contact2,UK,Branch Office,East,GMT+1,Tag1
57b9eb94-6a6a-4908-bca0-5f757a14d662,Device70,Firewall,Description of Device70,96.190.187.75,be:bb:6e:a5:9e:ab,SNCH88LU,ModelVUSN,Active,No,Medium,Local,Group4,Dell,Juniper,Contact4,UK,Warehouse,North,GMT+5,Tag2
2e05d500-e71e-44f2-b969-80b3954c9b3b,Device71,Printer,Description of Device71,188.111.99.237,b8:d5:f7:89:b3:6c,SNEU3IJA,ModelU4ET,Inactive,No,Low,Local,Group4,Juniper,Cisco,Contact5,Canada,HQ,East,GMT+1,Tag3
9332d5ff-77cb-42c5-801d-ad791b612c5d,Device72,Switch,Description of Device72,161.127.4.202,74:90:f9:53:d5:40,SN8Q6HN7,ModelBP91,Inactive,Yes,Medium,Local,Group3,Cisco,Cisco,Contact2,UK,Branch Office,North,GMT+5,Tag2
bffced3f-bc82-45b2-b59c-91020b2aa520,Device73,Firewall,Description of Device73,17.252.55.19,11:3e:a5:d1:8c:ec,SNQV6OL3,ModelJA62,Active,Yes,High,Local,Group1,Dell,Juniper,Contact5,Canada,Branch Office,North,GMT-8,Tag3
dde11900-3699-4dfb-a7c8-e6ee352b7fa6,Device74,Router,Description of Device74,94.42.167.235,b5:5d:8f:ba:d9:af,SN1P48MW,ModelW3ZY,Inactive,No,Low,Local,Group1,Cisco,IBM,Contact1,USA,Branch Office,East,GMT-5,Tag1
0c31a981-ebee-4988-be06-ed1e8ba09848,Device75,Firewall,Description of Device75,124.66.116.245,12:3a:2e:9a:c7:67,SN0PZYYK,ModelMRL0,Active,Yes,Low,Local,Group1,HP,HP,Contact4,Australia,HQ,South,GMT+1,Tag1
58f75e7e-606d-468b-aa3b-aab5dcbe17f7,Device76,Firewall,Description of Device76,100.94.58.69,6f:83:86:a5:45:f7,SNWPIR0O,ModelJWS2,Active,No,Low,Global,Group4,Cisco,Juniper,Contact5,Canada,Branch Office,West,GMT+1,Tag2
0b950e84-3a4e-4c90-9fdc-acf2f3cdb84a,Device77,Router,Description of Device77,65.93.0.137,02:cd:49:2c:8c:0c,SND5R3HY,ModelDJ2X,Inactive,No,High,Local,Group2,Juniper,Juniper,Contact2,Canada,Datacenter,East,GMT-5,Tag3
652d1f2f-0f8b-4879-bf70-1825ffc7e347,Device78,Switch,Description of Device78,53.96.234.83,c5:b5:6a:91:63:18,SNZC7OS0,Model419L,Inactive,No,Low,Global,Group5,Cisco,IBM,Contact5,Canada,HQ,East,GMT+5,Tag1
5d77e962-c30a-4846-b5f1-6af95455a0ef,Device79,Switch,Description of Device79,244.16.191.143,55:fa:3d:07:cb:74,SNUMFA5I,ModelUEJ6,Inactive,No,Low,Global,Group4,Cisco,Dell,Contact3,Germany,Datacenter,West,GMT+1,Tag2
2315a6d6-0d66-4393-a438-bfda3ad3888f,Device80,Server,Description of Device80,157.103.87.61,60:f3:77:57:0e:b4,SNSQ4HFD,ModelYJNR,Inactive,Yes,Medium,Local,Group3,Cisco,Cisco,Contact5,USA,Branch Office,West,GMT-5,Tag3
b49b6941-7345-46b8-a72d-bf9515ef3fad,Device81,Switch,Description of Device81,42.159.18.160,cc:8a:7a:96:4d:8c,SNPFFSRH,ModelOUG4,Inactive,Yes,Low,Local,Group5,Dell,Juniper,Contact3,Australia,Warehouse,North,GMT-5,Tag1
49c2c5fa-add3-4ac1-83cb-dcce63d91fcc,Device82,Switch,Description of Device82,71.241.24.62,c7:6e:93:f4:d3:85,SN0EJ9Z5,ModelCOF3,Inactive,Yes,Low,Global,Group1,Juniper,Dell,Contact5,Canada,Branch Office,South,GMT+1,Tag1
c8893874-106d-4bb7-8b5d-af6eafe9de97,Device83,Router,Description of Device83,57.137.0.132,16:d8:98:46:dc:cd,SNTKJTW8,ModelNRQ2,Active,No,Medium,Local,Group3,Dell,IBM,Contact2,USA,Datacenter,South,GMT-8,Tag2
8e4d5b05-43a6-4385-ae11-d6ef3880da83,Device84,Switch,Description of Device84,155.0.3.27,f0:d5:5a:69:46:76,SNROWT7Z,ModelHOOG,Inactive,Yes,Medium,Local,Group1,HP,Cisco,Contact4,UK,Datacenter,East,GMT-8,Tag2
4c21dcbb-9a52-4bd4-93a0-c4eff801e46b,Device85,Router,Description of Device85,29.232.149.40,43:a5:29:39:90:6f,SNUGFG7G,ModelBK3V,Active,No,Medium,Local,Group1,HP,Cisco,Contact4,Germany,Branch Office,East,GMT+5,Tag2
b188d71d-7aa5-4d82-8806-0d2ffd7678c9,Device86,Printer,Description of Device86,80.98.123.81,88:c0:f9:15:72:e0,SNXIZKHU,ModelT0IX,Active,No,Medium,Global,Group5,Juniper,Dell,Contact2,Canada,Datacenter,West,GMT+5,Tag1
daad315f-c645-4682-8148-9a7f96bbdbe2,Device87,Server,Description of Device87,87.208.109.75,31:e8:fa:01:08:37,SNGASKWO,ModelD4YQ,Active,No,High,Global,Group2,Dell,IBM,Contact5,Australia,Branch Office,East,GMT+1,Tag2
eefd842f-fc0f-48ae-86b7-31fd25ba22fc,Device88,Firewall,Description of Device88,84.232.22.225,c6:a9:90:9f:37:28,SN6GT0HK,Model7BF8,Active,No,Medium,Local,Group5,Juniper,Juniper,Contact5,USA,HQ,North,GMT+5,Tag3
cc76a140-732a-4b6b-8248-e47b62ab7328,Device89,Firewall,Description of Device89,204.209.210.9,c5:fd:8d:71:92:dc,SN67Z67H,ModelL84Z,Inactive,No,High,Local,Group4,HP,Juniper,Contact5,UK,Branch Office,West,GMT+1,Tag1
640fed74-2039-4141-9a33-d30626992ea2,Device90,Switch,Description of Device90,147.124.255.1,9c:23:13:56:d5:7f,SN0VK7WZ,ModelA5YP,Active,No,Low,Global,Group5,Juniper,Juniper,Contact1,Germany,Branch Office,North,GMT-8,Tag3
b31942c4-605b-4b1b-bca3-9be88b3c180b,Device91,Switch,Description of Device91,44.43.213.155,06:89:a1:ad:44:e3,SNIZ2QMZ,Model8GUF,Active,No,Medium,Global,Group5,HP,HP,Contact5,Germany,Warehouse,West,GMT-5,Tag2
48621d71-5470-4fec-ae64-53cef2b4dd51,Device92,Switch,Description of Device92,155.61.33.34,a3:d4:5b:33:55:cb,SNXSRQO3,ModelQKIT,Inactive,Yes,Medium,Global,Group4,Juniper,Dell,Contact4,UK,Datacenter,West,GMT-8,Tag2
7550585b-5c7c-4b2f-9dfa-bc79ebd88dc8,Device93,Firewall,Description of Device93,122.73.215.77,7c:3f:c7:ae:fc:c3,SN2E4TZP,ModelW4CW,Inactive,No,High,Global,Group2,Cisco,Dell,Contact3,Australia,Datacenter,South,GMT-8,Tag1
f1f310d1-7e36-4a88-a33c-c10736343f5e,Device94,Switch,Description of Device94,127.5.93.187,b9:4e:ce:f5:a9:da,SNSLNNAD,Model2N1Z,Active,Yes,Low,Local,Group3,Dell,Dell,Contact2,Canada,HQ,West,GMT+5,Tag2
2a17415b-20e3-46c1-996f-1b7774e82732,Device95,Server,Description of Device95,71.69.254.77,31:53:c4:4c:cf:bb,SN2L2JI6,Model9HPP,Inactive,No,High,Global,Group5,Cisco,IBM,Contact5,Germany,Datacenter,South,GMT-5,Tag2
1c180ae5-c469-48b7-8737-1fafc691877f,Device96,Server,Description of Device96,221.102.121.165,e6:75:b2:3c:c5:bb,SN0OMAGO,Model0S6K,Active,No,Medium,Local,Group1,HP,Cisco,Contact5,Canada,Datacenter,South,GMT-8,Tag3
1dfed396-f8a0-43e6-90a8-94b08520df97,Device97,Router,Description of Device97,203.213.178.72,ac:80:b8:28:b8:1d,SNUHLUIP,Model6ILQ,Active,No,Medium,Global,Group5,Dell,Dell,Contact2,Canada,HQ,East,GMT+5,Tag3
b29bb256-6008-4dec-b97c-b5a57ba47bee,Device98,Router,Description of Device98,212.36.237.218,a2:d5:6b:3d:5c:06,SNC0OCHD,ModelD1TJ,Inactive,Yes,Medium,Local,Group3,Cisco,Juniper,Contact2,UK,Branch Office,South,GMT+1,Tag3
9e3427c0-8259-499c-a2a9-fdd7dcc04eac,Device99,Firewall,Description of Device99,236.59.83.225,c7:49:2f:ec:b6:b6,SNEC36IJ,Model4BSX,Inactive,Yes,Low,Local,Group5,HP,Dell,Contact2,Australia,Warehouse,West,GMT+5,Tag2
a45a8bf1-f00a-4ddc-ac0b-a912c531b07e,Device100,Printer,Description of Device100,245.243.59.191,15:f0:36:3a:57:11,SNSFT6CF,ModelST56,Active,Yes,Medium,Global,Group3,Dell,Cisco,Contact2,Canada,Warehouse,North,GMT+5,Tag2
8b70a863-546b-42f8-bc9d-634a9631ebcf,Device101,Switch,Description of Device101,43.214.189.65,ed:7d:03:56:28:b6,SNDZPDPQ,Model7VYY,Inactive,No,Medium,Global,Group3,IBM,Juniper,Contact5,UK,Branch Office,West,GMT-5,Tag3
6470be27-e511-4960-b4bc-5c1941f7f487,Device102,Server,Description of Device102,234.106.221.195,33:9d:cf:8f:ba:6a,SN19CKR2,ModelVC50,Active,Yes,Medium,Local,Group4,IBM,Dell,Contact4,USA,Datacenter,East,GMT+1,Tag3
