CI Rel ID,Source Asset ID,Source Asset Name,Source IP Address,Source Port,Source Type,Source Icon,Target Asset ID,Target Asset Name,Target IP Address,Target Port,Target Type,Target Icon,Relationship Type ID,Relationship Type Name,Relationship Color
REL2800,3f99142f-ea25-4628-8cfa-8cad474236bf,Device6,242.14.201.236,29745,Printer,,88c32bf0-c8fd-4f40-a9f3-0bf5fc596c34,Device1399,9.30.128.87,53710,Printer,,2,Connected To,#6FD7E6
REL8401,3f99142f-ea25-4628-8cfa-8cad474236bf,Device6,242.14.201.236,29608,Printer,,ad0eacc2-711f-47e2-a34f-6959a5250e27,Device2709,130.17.46.163,19909,Switch,,3,Configured On,#B13781
REL4180,3f99142f-ea25-4628-8cfa-8cad474236bf,Device6,242.14.201.236,44228,Printer,,cee80073-8318-4706-9428-4f389d337556,Device2674,142.22.38.37,39334,Firewall,,5,Replicated At,#450CCB
REL3075,4941cd3b-e7da-40e1-afc7-32c04ee8748e,Device7,157.21.92.133,63152,Router,,a3ae09b1-a807-4786-b6de-040064988564,Device4969,247.134.132.108,19783,Router,,2,Connected To,#A74ADF
REL5052,97a9cf7a-2bd4-4493-8d9e-fa98e75e0426,Device8,186.181.131.157,22738,Router,,42676ce4-cbe7-4532-8993-c29007b15875,Device4171,63.71.207.54,7209,Router,,1,Configured On,#2D85FF
REL5859,97a9cf7a-2bd4-4493-8d9e-fa98e75e0426,Device8,186.181.131.157,39774,Router,,beb107c0-e892-426f-a2f1-764e2ac51525,Device2874,189.245.119.210,12086,Firewall,,1,Replicated At,#3B5939
REL8423,97a9cf7a-2bd4-4493-8d9e-fa98e75e0426,Device8,186.181.131.157,33493,Router,,2e9fe9ed-afd3-41fc-9019-e5b9bd80be01,Device832,32.41.11.28,17674,Printer,,2,Hosted On,#DA0EDF
REL2051,97a9cf7a-2bd4-4493-8d9e-fa98e75e0426,Device8,186.181.131.157,18280,Router,,288e8f0d-89fe-4bb2-9ebf-d3fa36b41f7a,Device2583,55.148.104.75,15768,Firewall,,3,Owns,#35A510
REL9711,ff1ca290-ad60-46ec-9f78-dbe80b633c20,Device9,40.37.149.236,34515,Switch,,f85c4d1d-ef90-4889-b041-7e4a7b612a5e,Device4154,188.35.91.54,34698,Firewall,,2,Depends On,#453528
REL1730,5ae8bdd2-8113-465b-a485-41e7f0978929,Device10,188.145.175.123,64171,Printer,,02c121a6-cf51-479c-a434-ce2c609fcc2d,Device3220,47.110.39.13,16777,Router,,4,Owns,#2A181A
REL5760,5bda4605-0c57-4208-b364-9e574aea8078,Device11,179.123.119.247,41590,Router,,7b5a0ba5-86ca-43f5-b8dc-8542e3ed89df,Device1021,81.205.224.120,39789,Printer,,2,Configured On,#53F7E9
REL3989,5bda4605-0c57-4208-b364-9e574aea8078,Device11,179.123.119.247,4449,Router,,469e71cb-5b78-4265-8c8b-41d548e09dbb,Device4465,28.195.229.51,51275,Switch,,1,Replicated At,#65A513
REL3951,5bda4605-0c57-4208-b364-9e574aea8078,Device11,179.123.119.247,56389,Router,,88adee09-db96-4576-9f84-7a3d2617b0b8,Device4673,217.127.16.247,32048,Firewall,,2,Physically Connected To,#51E55D
REL4276,5bda4605-0c57-4208-b364-9e574aea8078,Device11,179.123.119.247,17116,Router,,8bebbccc-a572-4946-b73c-e82fbde111d6,Device3477,21.50.141.33,52414,Firewall,,2,Located In,#6FFADC
REL4962,5bda4605-0c57-4208-b364-9e574aea8078,Device11,179.123.119.247,7541,Router,,0912aa51-db77-4324-8bc3-18f88c8d66ca,Device2336,195.151.141.187,54381,Firewall,,5,Virtualized On,#637E22
REL6541,51cb7876-4607-4617-ab42-cb72b390c5f0,Device12,120.220.4.249,60405,Printer,,600d63d6-4a11-4a2f-88e8-acddce5489e8,Device4323,162.140.132.76,38423,Printer,,1,Virtualized On,#9AD255
REL4320,f49ed065-6dd4-4771-8965-8b9028d695a1,Device13,191.246.1.174,18547,Switch,,411ff733-2bf1-4163-bf2b-2dfbcd567d1a,Device251,252.200.230.128,7178,Server,,2,Physically Connected To,#176851
REL9247,f49ed065-6dd4-4771-8965-8b9028d695a1,Device13,191.246.1.174,55145,Switch,,0c47bf2f-c656-449e-b193-47836c989ecc,Device1264,186.165.131.142,50557,Firewall,,2,Replicated At,#8E6085
REL7147,f49ed065-6dd4-4771-8965-8b9028d695a1,Device13,191.246.1.174,59601,Switch,,266eee16-801e-46f9-84c3-4403d18a479a,Device4730,255.121.10.88,19303,Server,,3,Owns,#225626
REL5274,1c26c9fa-40e9-46d2-8ce2-839d3e28c24f,Device14,15.239.211.19,21862,Printer,,ccd3fae5-38ef-435f-b36f-8cf853efc38f,Device789,65.97.29.149,4273,Router,,1,Hosted On,#650D58
REL5268,1f6b5554-3573-4280-b8ec-cd34cab8c4f1,Device15,28.70.80.160,38098,Server,,2d1cd628-5a62-4948-ad55-3e4809b10f9d,Device1714,39.184.40.234,43368,Switch,,3,Located In,#8E7140
REL6998,1f6b5554-3573-4280-b8ec-cd34cab8c4f1,Device15,28.70.80.160,35801,Server,,321b1156-3a92-4168-af98-1220f713f075,Device2172,121.204.255.9,5893,Printer,,3,Replicated At,#91D127
REL1461,1f6b5554-3573-4280-b8ec-cd34cab8c4f1,Device15,28.70.80.160,9141,Server,,45027b71-9260-4e3d-aff9-bcc9ee93168f,Device3422,199.247.137.70,29010,Printer,,2,Depends On,#EED922
REL2673,e607aab8-8079-43ae-bb46-8719ab083588,Device16,54.223.42.86,60417,Switch,,b8632af1-d46a-4941-887f-b494da87c543,Device1063,103.221.95.118,27568,Printer,,5,Hosted On,#4F492D
REL4066,e607aab8-8079-43ae-bb46-8719ab083588,Device16,54.223.42.86,21312,Switch,,3e9c5a7b-3d94-4463-adef-e446ad9b2345,Device3047,85.209.30.225,49486,Firewall,,4,Owns,#C2923D
REL8970,5448db1b-6725-4c26-9d30-aa361cbfa700,Device17,97.111.200.196,51681,Router,,f476c2ec-e2f8-4d10-9ee5-1091fe207239,Device994,227.188.168.40,57354,Firewall,,1,Owns,#7A5612
REL6314,5448db1b-6725-4c26-9d30-aa361cbfa700,Device17,97.111.200.196,8352,Router,,bf092a93-90ba-4604-92d9-69928a00b906,Device4196,172.202.226.200,27129,Firewall,,3,Connected To,#2BB36D
REL7278,5448db1b-6725-4c26-9d30-aa361cbfa700,Device17,97.111.200.196,19681,Router,,8b241c95-6353-4171-9db7-b75bf29a1cca,Device2715,154.215.195.119,33495,Router,,3,Virtualized On,#D307BE
REL5370,5448db1b-6725-4c26-9d30-aa361cbfa700,Device17,97.111.200.196,24981,Router,,216625f6-c3c9-451c-98d9-40073f2d6031,Device2542,124.138.91.158,29862,Switch,,5,Depends On,#AC13BA
REL3225,5448db1b-6725-4c26-9d30-aa361cbfa700,Device17,97.111.200.196,24557,Router,,7bd9c12c-fd83-423c-88d2-6231e47aec6d,Device2220,94.60.195.197,33957,Switch,,3,Virtualized On,#F16B94
REL7718,40462e6a-6aae-4db7-8294-6993aa3f1877,Device18,53.151.186.194,25935,Switch,,ad25d2e9-4b9f-446b-8ae1-2f958f0f5ce1,Device2399,191.138.183.216,21108,Firewall,,4,Replicated At,#99F63E
REL9893,40462e6a-6aae-4db7-8294-6993aa3f1877,Device18,53.151.186.194,16664,Switch,,43c3b0d6-613d-4490-ae88-a5a85fa12ef6,Device143,211.240.24.93,23912,Printer,,2,Located In,#D2A8EC
REL4360,3bcb77a1-6c03-4d93-b5bd-8c001aa9d1cc,Device19,66.174.244.235,60979,Printer,,6a398abe-27b0-4f46-8835-9baf79ecc702,Device1918,53.17.104.105,58475,Printer,,4,Depends On,#0DC80B
REL1238,3bcb77a1-6c03-4d93-b5bd-8c001aa9d1cc,Device19,66.174.244.235,28981,Printer,,d0517c61-1fcc-4510-b2d7-e7cfdc8c9909,Device4846,137.143.157.5,26719,Router,,4,Connected To,#7D2C9D
REL4151,3bcb77a1-6c03-4d93-b5bd-8c001aa9d1cc,Device19,66.174.244.235,34364,Printer,,7d435d81-1b60-4ea3-b500-a3a0505dc6e3,Device278,163.206.117.79,14255,Printer,,5,Configured On,#175855
REL7867,3bcb77a1-6c03-4d93-b5bd-8c001aa9d1cc,Device19,66.174.244.235,20093,Printer,,3f3012b4-53b3-49ac-8a34-981fc2addd4d,Device2063,197.50.23.50,24202,Printer,,1,Hosted On,#C53ED2
REL9207,1f1d0263-0c55-4539-9750-0457aa9d7243,Device20,55.164.220.122,30823,Printer,,b2de6dd0-0839-43ab-9fcd-7e8b806fdf07,Device2923,156.253.31.254,38580,Printer,,1,Configured On,#85139C
REL6122,1f1d0263-0c55-4539-9750-0457aa9d7243,Device20,55.164.220.122,19896,Printer,,02c121a6-cf51-479c-a434-ce2c609fcc2d,Device3220,47.110.39.13,33988,Router,,2,Owns,#91DB06
REL5759,ba2a56c0-2125-4de2-8205-4a229bee4436,Device21,167.51.127.181,2689,Server,,4611b6ad-ec06-41c8-b4f3-eead33511138,Device4648,221.69.74.54,59543,Printer,,5,Depends On,#3681EF
REL9803,ba2a56c0-2125-4de2-8205-4a229bee4436,Device21,167.51.127.181,21224,Server,,b7e5f857-5096-4638-a498-74490c2c8982,Device1174,233.128.220.2,40980,Router,,3,Owns,#59F3EB
REL2852,5a9bcad9-1017-4199-892f-fa419a0e0eac,Device22,6.10.169.192,24831,Router,,e14bb841-13e9-43f2-92de-d78fe1933401,Device2786,52.150.185.164,14333,Firewall,,1,Located In,#78BBB0
REL3550,604ff1ca-9c50-4eb2-97bc-636a552919ca,Device23,127.197.38.71,18573,Router,,f5473503-fbac-42eb-b77f-8b867d65d795,Device4469,44.30.69.231,25493,Router,,5,Depends On,#B226ED
REL6247,b13836e2-8929-4b9e-b0c8-a36b7e54bd55,Device24,18.190.128.58,27057,Firewall,,7333fbfc-fb53-4c5a-bb56-74bd299f1b63,Device472,113.131.118.71,38937,Printer,,5,Depends On,#903D51
REL9917,b13836e2-8929-4b9e-b0c8-a36b7e54bd55,Device24,18.190.128.58,3461,Firewall,,6ca51863-d725-44a2-b11b-0b173ad500b6,Device4383,178.100.188.31,4815,Server,,5,Hosted On,#ECB1F9
REL8700,2509e954-1141-4279-b299-05a6a5f9dee9,Device25,94.164.35.195,18032,Firewall,,b1bb879e-324c-487f-9570-87da853eb2d6,Device3604,69.189.118.48,52512,Printer,,3,Virtualized On,#829FAC
REL7646,2509e954-1141-4279-b299-05a6a5f9dee9,Device25,94.164.35.195,14761,Firewall,,219e919b-4087-4229-bb05-68a23193430d,Device3978,238.213.246.73,16286,Server,,2,Located In,#27939F
REL6181,da489c30-4b65-4a63-aa57-ffe9b4cf2eef,Device26,175.175.18.33,62746,Switch,,0a8bdb6f-db12-4ec5-ad3f-43a44247268a,Device1074,192.47.126.0,38382,Switch,,2,Hosted On,#BBF708
REL4419,da489c30-4b65-4a63-aa57-ffe9b4cf2eef,Device26,175.175.18.33,59345,Switch,,509fb145-84ce-45ff-a746-d849d79a743c,Device686,143.102.53.9,7859,Firewall,,2,Depends On,#C87679
REL6906,da489c30-4b65-4a63-aa57-ffe9b4cf2eef,Device26,175.175.18.33,41876,Switch,,5f6ec83f-29fb-40cc-83d3-78d3f1d40b8f,Device1856,5.175.172.239,26888,Server,,4,Owns,#BF5685
REL4887,3b790c85-c6b4-434a-9497-bf9b655fcaf0,Device27,167.160.135.167,18644,Server,,23c04c21-fb66-450d-97d2-a92d9e19d3b6,Device3985,32.86.103.163,39153,Printer,,2,Configured On,#C0C51D
REL5571,3b790c85-c6b4-434a-9497-bf9b655fcaf0,Device27,167.160.135.167,32697,Server,,0e393ab0-c21f-4691-bca7-84ecf59677a5,Device2278,125.131.11.135,56034,Switch,,1,Replicated At,#90AFFD
REL4629,3b790c85-c6b4-434a-9497-bf9b655fcaf0,Device27,167.160.135.167,32543,Server,,4761b779-4cc4-4416-8d99-eed9a00b86c5,Device2595,157.221.238.213,19796,Server,,5,In Rack,#3A0915
REL7605,3b790c85-c6b4-434a-9497-bf9b655fcaf0,Device27,167.160.135.167,19850,Server,,c44abb04-c4e8-49f8-8238-28da4770a128,Device4001,163.155.185.197,62827,Switch,,2,Configured On,#EB488D
REL8435,6115f8c2-0575-4f83-93cd-08bd28a6c62a,Device28,137.41.221.116,18910,Switch,,e74ec0f2-1061-4ebd-a1d3-e96bf8a067c3,Device3715,255.19.196.119,58483,Firewall,,3,Depends On,#C98E7F
REL1156,6115f8c2-0575-4f83-93cd-08bd28a6c62a,Device28,137.41.221.116,24164,Switch,,9ce61aaf-0f40-4c84-b85b-050ba0db4382,Device3391,78.187.220.22,62967,Server,,4,In Rack,#C2CDB9
REL6524,88633a33-3ae9-4abd-9776-5ae97796607f,Device29,97.100.217.161,21821,Printer,,603579c9-4339-4cae-afba-8e4e764780f5,Device2815,5.112.26.177,53638,Switch,,3,Connected To,#3B8567
REL5375,88633a33-3ae9-4abd-9776-5ae97796607f,Device29,97.100.217.161,13840,Printer,,4508fa36-3cc7-45ed-bd05-7a65a2c53163,Device287,214.113.54.44,63656,Firewall,,2,In Rack,#078CC9
REL3189,88633a33-3ae9-4abd-9776-5ae97796607f,Device29,97.100.217.161,29051,Printer,,b12ca581-b65b-444a-b2c7-ab3dea6c334b,Device759,170.226.143.66,52653,Firewall,,5,Depends On,#A739A9
REL2890,88633a33-3ae9-4abd-9776-5ae97796607f,Device29,97.100.217.161,47157,Printer,,ed9c6c09-2a9d-4cad-a4f2-dbd3eced7b7a,Device653,13.139.55.250,50662,Server,,4,Virtualized On,#F131A1
REL4184,fc33ea6f-a046-4cf1-ad7b-8fcd02c65fe2,Device30,133.201.164.18,29362,Switch,,c77b92aa-a116-4df2-ac81-0e1919c6f371,Device4101,11.23.205.211,16955,Switch,,5,Configured On,#82AF4C
REL6910,fc33ea6f-a046-4cf1-ad7b-8fcd02c65fe2,Device30,133.201.164.18,24802,Switch,,860a8dc9-70ee-445d-baaa-2f9da6b18803,Device779,231.77.181.94,54129,Switch,,4,Located In,#37E0BB
REL4089,fc33ea6f-a046-4cf1-ad7b-8fcd02c65fe2,Device30,133.201.164.18,23467,Switch,,c8b97fc4-c9d9-47fd-b1bc-1285359c7e22,Device4112,195.4.156.229,58706,Router,,1,Hosted On,#0E3667
REL7397,fc33ea6f-a046-4cf1-ad7b-8fcd02c65fe2,Device30,133.201.164.18,8648,Switch,,a3c3fffc-3f3b-4762-a5ea-a533539bcc19,Device1850,210.10.59.254,49235,Router,,5,Virtualized On,#68E51D
REL5332,a1214c38-dc7c-49c9-9557-22fd51ce273f,Device31,140.24.241.55,65082,Server,,24bbbc66-acb7-4d12-bfa5-e8a4dd10cbbf,Device4306,95.19.117.115,61853,Router,,1,Replicated At,#C76CAD
REL8949,a1214c38-dc7c-49c9-9557-22fd51ce273f,Device31,140.24.241.55,26136,Server,,cc383d06-e09e-4286-982a-fc8409efcafd,Device2230,111.54.87.193,25987,Server,,5,Depends On,#9CB98A
REL3637,a1214c38-dc7c-49c9-9557-22fd51ce273f,Device31,140.24.241.55,32904,Server,,8947a812-10a6-448c-8234-3ae5879afdf8,Device4985,60.248.246.73,65136,Firewall,,5,Replicated At,#8D410E
REL4713,a1214c38-dc7c-49c9-9557-22fd51ce273f,Device31,140.24.241.55,25037,Server,,26bfd57d-6982-49d3-ac69-6f805955393c,Device3340,174.214.206.89,21820,Switch,,3,In Rack,#B5AF88
REL4131,3047a2da-e7d1-43d0-b86e-274b32c08cad,Device32,214.19.230.67,11611,Server,,1cc64528-f068-4769-8f58-34c4472bf6ce,Device1382,9.126.8.101,9146,Switch,,4,Configured On,#246823
REL1603,071ff181-a4f2-4320-b286-736b2f59d705,Device33,194.91.212.45,46704,Firewall,,34571c4e-4876-472d-8f52-5276ca588c54,Device4701,102.2.250.221,2577,Printer,,3,Replicated At,#DB4587
REL5296,071ff181-a4f2-4320-b286-736b2f59d705,Device33,194.91.212.45,53587,Firewall,,a75945bc-d714-4bde-9d9f-b0103d454c89,Device2428,162.196.166.215,62337,Router,,2,In Rack,#B27413
REL2764,1ce658c6-88c2-4e6b-8a72-aec77843701b,Device34,80.46.148.73,1116,Server,,f23b0a91-3a98-435e-b791-f7680242a198,Device4428,176.93.106.100,9391,Switch,,5,Owns,#5EF005
REL1671,1ce658c6-88c2-4e6b-8a72-aec77843701b,Device34,80.46.148.73,18527,Server,,02043830-72c3-4d3b-af6f-d1b8f25e79c3,Device4568,128.113.92.130,21535,Server,,3,In Rack,#12BE6C
REL6572,1ce658c6-88c2-4e6b-8a72-aec77843701b,Device34,80.46.148.73,9954,Server,,58bfe21e-543e-45cd-a378-292ba44aa809,Device2479,194.85.147.234,6462,Firewall,,1,Virtualized On,#DAF9C4
REL3114,1ce658c6-88c2-4e6b-8a72-aec77843701b,Device34,80.46.148.73,7088,Server,,4ebbda04-f330-4189-a381-9e9f56dd6415,Device4956,158.132.7.27,37099,Printer,,1,In Rack,#666CF6
REL2915,1ce658c6-88c2-4e6b-8a72-aec77843701b,Device34,80.46.148.73,32020,Server,,854f358d-0549-46e6-8a1a-9a42ea361672,Device3065,25.17.57.213,64912,Router,,3,Hosted On,#306E76
REL3371,2587dff9-c90f-4af9-a31f-a282473b1c53,Device35,146.94.57.218,60687,Switch,,9489afde-a41a-492c-b5a2-57a7a19125cd,Device4395,179.67.39.243,40776,Switch,,4,Connected To,#51D45E
REL8618,2587dff9-c90f-4af9-a31f-a282473b1c53,Device35,146.94.57.218,62244,Switch,,0f6a140c-ceef-49dd-9696-1f8d5ec4c20e,Device614,177.76.225.191,20673,Router,,1,Configured On,#9362A8
REL9878,2587dff9-c90f-4af9-a31f-a282473b1c53,Device35,146.94.57.218,45929,Switch,,901fb29e-9f18-4568-8d4f-3258f6383bc0,Device1685,43.225.209.18,7636,Router,,1,Replicated At,#B16213
REL6225,f2286c9b-deef-4310-9691-d38090d53987,Device36,218.102.47.144,6457,Router,,eff2b1b2-f974-4894-b956-eca1dc97679e,Device4806,197.209.181.219,58638,Switch,,1,Physically Connected To,#BEB41B
REL6561,f2286c9b-deef-4310-9691-d38090d53987,Device36,218.102.47.144,1110,Router,,c67e3749-7d56-4381-a62a-137981cfbfbb,Device4778,170.230.56.44,38863,Firewall,,4,Configured On,#01D24E
REL1785,f2286c9b-deef-4310-9691-d38090d53987,Device36,218.102.47.144,5790,Router,,a644ca9a-4202-4dd0-96b7-84d21d99e73d,Device2666,101.95.168.101,53478,Router,,1,Owns,#6F91FC
REL5835,c735a8f2-c48b-4e12-af50-c196f12e8be5,Device37,201.192.114.237,59638,Firewall,,a30cb339-c74b-4143-aa7b-c5eca53f2e59,Device3193,18.13.75.110,50400,Firewall,,1,Depends On,#5D3A9C
REL7276,c735a8f2-c48b-4e12-af50-c196f12e8be5,Device37,201.192.114.237,24679,Firewall,,a1c5daaa-c799-4345-9a18-10a1a67df4ab,Device2560,69.187.194.135,21324,Firewall,,2,Located In,#A72DE5
REL7947,c735a8f2-c48b-4e12-af50-c196f12e8be5,Device37,201.192.114.237,42958,Firewall,,11651363-70a2-486c-90b7-6c48229bdfb9,Device4933,108.4.143.111,13014,Firewall,,5,Replicated At,#9B7F40
REL1766,c735a8f2-c48b-4e12-af50-c196f12e8be5,Device37,201.192.114.237,43246,Firewall,,2bd5af5a-05f0-4299-921e-66f31be947fb,Device2252,245.160.180.214,33890,Server,,1,Located In,#DC2AB9
REL1262,c735a8f2-c48b-4e12-af50-c196f12e8be5,Device37,201.192.114.237,60186,Firewall,,03a1157b-88b4-4cb9-a1c6-17e92f0fd818,Device2735,32.210.1.202,946,Switch,,4,Connected To,#44EC0B
REL7510,235db120-352a-4b5d-b8fc-b74e4b7ab365,Device38,108.191.246.180,58178,Switch,,6c86e44a-6db7-4b9e-be98-c0f487790d96,Device660,9.94.122.216,39878,Switch,,3,Owns,#49E0E7
REL4332,235db120-352a-4b5d-b8fc-b74e4b7ab365,Device38,108.191.246.180,36108,Switch,,cffe4634-517a-48a8-9049-0768e74827cf,Device3616,148.0.36.15,14141,Firewall,,2,Configured On,#7EB357
REL6158,fa10bedd-f473-45a8-9a0a-9a0fcb42c5d8,Device39,99.11.77.22,6115,Printer,,2c0c3b06-71dc-476e-bbd0-97d856578700,Device1269,243.137.167.111,36835,Switch,,3,Virtualized On,#A2907E
REL6644,fa10bedd-f473-45a8-9a0a-9a0fcb42c5d8,Device39,99.11.77.22,14414,Printer,,3088af3a-85c1-456f-a0fa-4499da696488,Device4238,128.243.44.10,17219,Server,,5,Located In,#B86C52
REL5850,fa10bedd-f473-45a8-9a0a-9a0fcb42c5d8,Device39,99.11.77.22,64724,Printer,,f11b1adf-2f30-49a9-ac2d-a2b69f4dfe55,Device1223,139.58.222.220,28728,Router,,5,Replicated At,#243573
REL1763,2db03317-cd48-43eb-b6cc-a40e4b29dbf8,Device40,165.91.40.31,13166,Firewall,,0a36cf37-4a17-4933-a1a0-c3084c590938,Device4815,136.252.201.21,25409,Server,,1,Physically Connected To,#EF7148
REL3145,2db03317-cd48-43eb-b6cc-a40e4b29dbf8,Device40,165.91.40.31,32481,Firewall,,e880a9ed-7a89-4333-bd6b-d0d7a4ba538d,Device2173,142.66.196.220,65248,Firewall,,2,Connected To,#D31D74
REL3486,2db03317-cd48-43eb-b6cc-a40e4b29dbf8,Device40,165.91.40.31,11319,Firewall,,4978c4d1-963e-4fcc-84c8-73f92a30dab6,Device3942,97.249.18.114,40670,Router,,5,Physically Connected To,#7E9FAB
REL4129,8010c962-314b-4eb4-ac78-da2487a18ea1,Device41,135.3.160.25,9816,Router,,15fa3f6f-6458-473e-855f-d402559d0080,Device1443,72.5.23.240,59667,Firewall,,4,In Rack,#BB51AE
REL7651,b1722966-2a36-45d1-9611-d2912950463d,Device42,94.247.19.123,65375,Router,,1feeff36-6f19-445a-aa20-a05caba2abae,Device1326,131.138.74.147,31530,Firewall,,5,In Rack,#1A858A
REL1070,51be2344-0817-44d7-9ef1-0c738bc952b9,Device43,176.115.168.67,63658,Firewall,,03792e78-6fb1-4f53-8135-923624d47d34,Device4426,100.46.207.2,42863,Router,,3,In Rack,#7F5147
REL8573,51be2344-0817-44d7-9ef1-0c738bc952b9,Device43,176.115.168.67,26538,Firewall,,6a9e413a-26d3-4550-a51e-fcf74a563b4c,Device4991,33.183.114.46,6315,Firewall,,4,Physically Connected To,#4A4D43
REL6893,51be2344-0817-44d7-9ef1-0c738bc952b9,Device43,176.115.168.67,28104,Firewall,,c3d3691c-2124-4bc8-a944-44955d813791,Device4623,78.220.122.91,58005,Printer,,4,Depends On,#92542E
REL7997,51be2344-0817-44d7-9ef1-0c738bc952b9,Device43,176.115.168.67,46978,Firewall,,abf86777-4887-483f-87e0-f3fb30eb823b,Device4995,128.100.191.194,60572,Firewall,,2,Located In,#CC72F2
REL7932,d98f4fa1-4a83-434f-882f-f1a4200fc5ca,Device44,172.158.243.79,62507,Server,,0fe70272-50c7-4b01-96b3-63ccf5db32e9,Device3307,165.246.85.162,20735,Switch,,3,Virtualized On,#9EBB28
REL4903,d98f4fa1-4a83-434f-882f-f1a4200fc5ca,Device44,172.158.243.79,25484,Server,,ca1274e2-1988-4336-b234-68a545e403c2,Device847,101.132.84.131,65238,Switch,,4,Owns,#553677
REL6914,d98f4fa1-4a83-434f-882f-f1a4200fc5ca,Device44,172.158.243.79,55112,Server,,a320f1ee-e8f1-4eac-8710-f618e8291922,Device1188,251.70.170.180,54759,Switch,,3,In Rack,#79F8AF
REL9932,d98f4fa1-4a83-434f-882f-f1a4200fc5ca,Device44,172.158.243.79,7997,Server,,5d503cc2-2bc6-4402-a631-8ca5b2d5f973,Device1920,162.184.222.252,61474,Router,,1,Configured On,#E8E4BB
REL2256,d98f4fa1-4a83-434f-882f-f1a4200fc5ca,Device44,172.158.243.79,1399,Server,,daf546ff-f076-4410-9bd9-64da74fc97a0,Device4588,113.49.218.89,33475,Server,,2,Physically Connected To,#C3F7DE
REL3451,e88e00dd-6f2a-4f2b-b917-c3a7a00f861f,Device45,186.243.213.210,54146,Switch,,d3e0cd5b-2217-46cd-8b93-2b834530851e,Device2327,105.235.2.228,65081,Server,,3,Owns,#9D861B
REL7933,e88e00dd-6f2a-4f2b-b917-c3a7a00f861f,Device45,186.243.213.210,10721,Switch,,cb08dc2e-e1de-46cf-b5fa-a45b13fc93ae,Device352,62.103.151.184,1430,Router,,2,Located In,#C30454
REL5645,f9ca180b-e5bb-4583-bab3-e0dfd3d2c15a,Device46,118.254.230.23,53078,Server,,ea5f04f7-911a-4a31-87d2-239a9e1340ef,Device1066,53.211.12.191,40266,Server,,4,Owns,#241305
REL3669,f9ca180b-e5bb-4583-bab3-e0dfd3d2c15a,Device46,118.254.230.23,2802,Server,,936fd2f7-5f8c-4a08-901f-359b4a60ee11,Device4159,225.42.230.124,18421,Router,,5,Located In,#AF4B3D
REL8648,f9ca180b-e5bb-4583-bab3-e0dfd3d2c15a,Device46,118.254.230.23,35640,Server,,e1407868-891a-45e6-b119-879eb539a8e1,Device634,182.226.208.29,43505,Router,,5,Replicated At,#40A402
