CI Rel ID,Source Asset ID,Source Asset Name,Source IP Address,Source Port,Source Type,Source Icon,Target Asset ID,Target Asset Name,Target IP Address,Target Port,Target Type,Target Icon,Relationship Type ID,Relationship Type Name,Relationship Color
REL6540,2990,AUSYCT-28A-KRE7,101.190.136.151,2946,Firewall,Icon,9562,AUSYCT-28A-XD87,142.151.123.25,60032,Switch,Icon,55,Configured On,#000000
REL8004,3084,AUSYCT-28A-F10K,113.241.20.185,16429,Printer,Icon,7638,AUSYCT-28A-KNJ1,237.254.167.14,41983,Router,Icon,100,In Rack,#000000
REL70,5803,AUSYCT-28A-N5FQ,101.79.59.143,15550,Router,Icon,8823,AUSYCT-28A-GPKS,204.166.66.225,13162,Firewall,Icon,15,Located In,#000000
REL2968,9015,AUSYCT-28A-9VC5,191.155.17.241,64694,Server,Icon,7951,AUSYCT-28A-UJW7,138.169.183.211,31286,Router,Icon,37,Replicated At,#000000
REL484,1448,AUSYCT-28A-9FY4,9.70.112.69,37838,Switch,Icon,267,AUSYCT-28A-32U8,236.111.228.240,33106,Router,Icon,46,In Rack,#000000
REL3239,8826,AUSYCT-28A-QA5D,224.209.41.255,16780,Server,Icon,3132,AUSYCT-28A-2WN4,169.86.145.234,19203,Firewall,Icon,13,Replicated At,#000000
REL1231,3604,AUSYCT-28A-DY5F,120.105.230.19,250,Switch,Icon,2943,AUSYCT-28A-C8KZ,89.250.189.101,7097,Switch,Icon,4,Located In,#000000
REL9150,4549,AUSYCT-28A-KQ4E,16.92.99.214,20270,Router,Icon,8803,AUSYCT-28A-AT9Z,149.211.2.121,36285,Firewall,Icon,65,Hosted On,#000000
REL2964,7546,AUSYCT-28A-IMCS,111.191.57.172,3637,Server,Icon,7438,AUSYCT-28A-7944,213.254.254.81,37839,Firewall,Icon,35,Connected To,#000000
REL2037,5551,AUSYCT-28A-1VMJ,112.241.254.185,55033,Router,Icon,2623,AUSYCT-28A-8BA9,29.99.228.132,15816,Router,Icon,64,Connected To,#000000
REL6434,114,AUSYCT-28A-8XSA,38.226.148.7,27712,Server,Icon,4226,AUSYCT-28A-8QBM,126.129.31.87,2007,Switch,Icon,73,Connected To,#000000
REL9556,7120,AUSYCT-28A-4XYI,98.137.144.205,40429,Server,Icon,8962,AUSYCT-28A-S0J7,182.221.94.18,42650,Server,Icon,10,Connected To,#000000
REL3420,730,AUSYCT-28A-MAVJ,111.98.134.173,48691,Printer,Icon,917,AUSYCT-28A-4916,99.96.97.130,14485,Router,Icon,64,Configured On,#000000
REL8983,5842,AUSYCT-28A-VBRG,129.210.17.49,22207,Switch,Icon,794,AUSYCT-28A-3F07,102.108.12.234,38889,Switch,Icon,40,Physically Connected To,#000000
REL7487,6097,AUSYCT-28A-UO3W,50.15.199.87,43456,Firewall,Icon,9315,AUSYCT-28A-R0FP,22.9.56.38,40929,Server,Icon,34,Connected To,#000000
REL3496,9210,AUSYCT-28A-X8BJ,165.139.31.78,36829,Printer,Icon,9640,AUSYCT-28A-F5XZ,38.98.218.88,54991,Switch,Icon,50,Configured On,#000000
REL6393,6796,AUSYCT-28A-Z4A5,233.147.127.126,46264,Router,Icon,27,AUSYCT-28A-G4OP,49.67.116.21,17433,Server,Icon,37,Hosted On,#000000
REL4067,4286,AUSYCT-28A-84GO,165.121.25.237,49722,Switch,Icon,6576,AUSYCT-28A-CTEM,28.84.73.240,8012,Switch,Icon,86,Configured On,#000000
REL3084,5247,AUSYCT-28A-4VCT,103.219.86.121,32487,Server,Icon,6419,AUSYCT-28A-LFXP,21.61.140.92,15324,Printer,Icon,52,Physically Connected To,#000000
REL2842,3445,AUSYCT-28A-L5GO,153.36.248.244,36640,Server,Icon,6756,AUSYCT-28A-OOW8,65.48.120.63,33168,Router,Icon,93,Connected To,#000000
REL9802,2783,AUSYCT-28A-SZ11,67.183.190.224,57374,Printer,Icon,7477,AUSYCT-28A-64IF,160.46.214.128,56581,Printer,Icon,86,Owns,#000000
REL8633,4529,AUSYCT-28A-3AYU,26.118.60.87,59475,Printer,Icon,4740,AUSYCT-28A-LW9Q,59.13.185.4,63738,Server,Icon,12,Located In,#000000
REL8070,1958,AUSYCT-28A-T36G,183.137.169.3,5943,Printer,Icon,3646,AUSYCT-28A-N423,26.65.209.186,62289,Server,Icon,36,Hosted On,#000000
REL5657,4408,AUSYCT-28A-ZNNS,132.164.161.133,48983,Server,Icon,1973,AUSYCT-28A-3XGY,100.191.123.132,49379,Switch,Icon,69,Connected To,#000000
REL7159,858,AUSYCT-28A-BV08,51.116.180.80,8329,Server,Icon,6891,AUSYCT-28A-685I,205.146.218.50,7547,Switch,Icon,92,Configured On,#000000
REL3507,5334,AUSYCT-28A-P5H7,185.111.115.79,47146,Switch,Icon,6548,AUSYCT-28A-R4CN,131.34.38.185,20075,Server,Icon,53,Owns,#000000
REL8466,3536,AUSYCT-28A-UCS3,105.64.172.204,39175,Printer,Icon,7871,AUSYCT-28A-AOJ8,211.58.117.33,47678,Router,Icon,43,Physically Connected To,#000000
REL8183,1112,AUSYCT-28A-7FPC,189.250.87.117,30800,Router,Icon,1092,AUSYCT-28A-6PJR,100.143.9.185,29749,Firewall,Icon,56,Physically Connected To,#000000
REL3003,4886,AUSYCT-28A-U0EB,242.178.181.209,21822,Router,Icon,8026,AUSYCT-28A-XRCL,240.121.225.217,34459,Switch,Icon,76,Configured On,#000000
REL1161,4931,AUSYCT-28A-56AJ,1.140.49.168,35383,Switch,Icon,6984,AUSYCT-28A-F9AP,72.255.244.238,45898,Router,Icon,100,Configured On,#000000
REL5910,6604,AUSYCT-28A-SMHJ,43.100.15.4,27719,Switch,Icon,8124,AUSYCT-28A-MQDE,162.243.33.137,6230,Server,Icon,38,Depends On,#000000
REL2592,2946,AUSYCT-28A-F0YT,130.135.125.178,39956,Switch,Icon,3725,AUSYCT-28A-904B,34.227.56.53,276,Server,Icon,83,Depends On,#000000
REL4847,4450,AUSYCT-28A-1SV1,63.155.228.166,27405,Router,Icon,1736,AUSYCT-28A-N15K,178.99.100.168,56446,Server,Icon,35,Configured On,#000000
REL8109,3139,AUSYCT-28A-5T26,216.141.73.24,52519,Firewall,Icon,3370,AUSYCT-28A-SKBA,52.82.66.52,13857,Router,Icon,76,Connected To,#000000
REL3796,3490,AUSYCT-28A-E5LO,11.112.88.101,15090,Printer,Icon,3570,AUSYCT-28A-8AXV,124.109.40.110,60577,Server,Icon,87,Connected To,#000000
REL2362,1092,AUSYCT-28A-N250,232.56.23.155,24034,Switch,Icon,8242,AUSYCT-28A-DQ2O,193.125.181.173,31858,Firewall,Icon,41,Physically Connected To,#000000
REL4798,1467,AUSYCT-28A-XEUF,125.9.102.100,29276,Firewall,Icon,7437,AUSYCT-28A-WYB8,186.59.8.131,4647,Firewall,Icon,39,Connected To,#000000
REL8150,4823,AUSYCT-28A-7CNM,39.109.143.59,31898,Server,Icon,3278,AUSYCT-28A-635P,6.57.206.95,38609,Router,Icon,33,Connected To,#000000
REL865,1184,AUSYCT-28A-0Q76,159.251.137.52,56175,Switch,Icon,3556,AUSYCT-28A-7RQ6,47.146.76.0,56328,Server,Icon,67,Physically Connected To,#000000
REL328,6727,AUSYCT-28A-RLBT,21.195.146.218,8847,Switch,Icon,6442,AUSYCT-28A-C4E3,87.244.196.200,47898,Router,Icon,49,Depends On,#000000
REL8961,628,AUSYCT-28A-BI5A,105.210.115.81,38162,Switch,Icon,9725,AUSYCT-28A-BDYI,202.182.149.207,58003,Firewall,Icon,92,Connected To,#000000
REL3102,8331,AUSYCT-28A-IVOK,125.35.34.171,52013,Router,Icon,2062,AUSYCT-28A-C6Q3,219.71.84.5,25562,Server,Icon,77,Replicated At,#000000
REL6742,7759,AUSYCT-28A-F327,225.127.16.3,19178,Server,Icon,5775,AUSYCT-28A-7YVP,37.41.226.55,20211,Switch,Icon,67,In Rack,#000000
REL7089,1576,AUSYCT-28A-4J3T,233.46.13.216,19183,Printer,Icon,773,AUSYCT-28A-D7OD,23.8.21.187,19272,Firewall,Icon,13,Configured On,#000000
REL8129,4115,AUSYCT-28A-PX09,198.99.116.58,50577,Router,Icon,1866,AUSYCT-28A-B2B1,193.242.150.176,57979,Switch,Icon,67,Connected To,#000000
REL1975,9120,AUSYCT-28A-SZO7,213.68.194.9,38188,Switch,Icon,3578,AUSYCT-28A-7JWA,67.84.210.73,825,Firewall,Icon,46,Hosted On,#000000
REL5955,7569,AUSYCT-28A-5QV2,122.38.120.148,14599,Printer,Icon,9301,AUSYCT-28A-GE1J,44.11.90.29,53166,Printer,Icon,62,Connected To,#000000
REL1927,6206,AUSYCT-28A-F01N,6.38.136.144,34907,Switch,Icon,3161,AUSYCT-28A-CXS8,168.57.71.44,17507,Router,Icon,79,Hosted On,#000000
REL5073,7846,AUSYCT-28A-TA9F,93.178.24.47,55765,Server,Icon,8305,AUSYCT-28A-5I02,149.90.180.224,10058,Server,Icon,41,Located In,#000000
REL9634,3674,AUSYCT-28A-WQNN,62.118.221.185,40299,Printer,Icon,5657,AUSYCT-28A-V9OD,216.13.203.139,17723,Router,Icon,45,In Rack,#000000
REL5814,3961,AUSYCT-28A-E2G4,0.244.51.140,4936,Switch,Icon,5932,AUSYCT-28A-BSWA,87.114.231.209,59777,Firewall,Icon,28,Located In,#000000
REL3592,5205,AUSYCT-28A-WQ7E,226.3.3.217,44318,Printer,Icon,1249,AUSYCT-28A-DNU6,117.29.9.245,10884,Switch,Icon,54,Connected To,#000000
REL9742,1631,AUSYCT-28A-NBDM,196.64.5.73,17146,Switch,Icon,4125,AUSYCT-28A-OSZM,90.50.97.174,23952,Router,Icon,76,Connected To,#000000
REL2735,4704,AUSYCT-28A-U6ZM,214.207.109.188,50852,Switch,Icon,2986,AUSYCT-28A-XHOU,240.86.244.222,22785,Router,Icon,39,Located In,#000000
REL1036,2571,AUSYCT-28A-DILA,121.38.220.43,3215,Firewall,Icon,1362,AUSYCT-28A-82PG,18.136.180.20,12827,Server,Icon,7,Located In,#000000
REL2660,1679,AUSYCT-28A-18WE,219.16.102.65,23283,Server,Icon,242,AUSYCT-28A-TS59,81.101.17.124,35200,Printer,Icon,34,Depends On,#000000
REL5162,4498,AUSYCT-28A-F5UR,120.74.70.158,18897,Printer,Icon,3323,AUSYCT-28A-X7IL,51.195.157.253,32959,Firewall,Icon,70,Replicated At,#000000
REL3944,691,AUSYCT-28A-DSN7,73.141.37.177,23275,Printer,Icon,6340,AUSYCT-28A-AJMB,205.76.106.73,17672,Server,Icon,78,In Rack,#000000
REL6069,8433,AUSYCT-28A-87AG,111.30.195.120,13287,Router,Icon,2086,AUSYCT-28A-F4QQ,216.179.143.166,8985,Printer,Icon,3,Physically Connected To,#000000
REL2522,9786,AUSYCT-28A-FQWI,225.47.178.82,2481,Router,Icon,9290,AUSYCT-28A-9YM1,237.27.8.218,56429,Firewall,Icon,97,Depends On,#000000
REL4546,6147,AUSYCT-28A-W865,92.53.171.132,50705,Router,Icon,5429,AUSYCT-28A-N1LE,102.223.79.151,38347,Printer,Icon,61,Connected To,#000000
REL8709,1405,AUSYCT-28A-O9V2,51.158.126.127,20808,Firewall,Icon,3359,AUSYCT-28A-8QH5,145.137.62.66,24552,Printer,Icon,9,In Rack,#000000
REL6024,9605,AUSYCT-28A-Q6LE,69.26.222.42,60739,Firewall,Icon,6334,AUSYCT-28A-OU5W,173.162.24.19,43697,Firewall,Icon,47,Connected To,#000000
REL6151,645,AUSYCT-28A-QR8K,205.170.98.207,31618,Router,Icon,4395,AUSYCT-28A-AR2A,18.107.91.225,51899,Router,Icon,73,Connected To,#000000
REL4705,6858,AUSYCT-28A-RS64,41.90.60.144,39051,Router,Icon,2188,AUSYCT-28A-9LS9,212.89.74.151,21017,Printer,Icon,8,Depends On,#000000
REL4159,4674,AUSYCT-28A-ZCUS,188.75.90.229,13912,Switch,Icon,2350,AUSYCT-28A-1AUR,201.179.152.84,53852,Switch,Icon,58,Located In,#000000
REL7167,9401,AUSYCT-28A-I4K9,175.164.246.56,29209,Router,Icon,9344,AUSYCT-28A-YP8R,73.231.164.12,35433,Firewall,Icon,77,Hosted On,#000000
REL3717,854,AUSYCT-28A-Q84U,68.142.238.72,54494,Router,Icon,1949,AUSYCT-28A-M97S,148.33.249.213,2892,Printer,Icon,97,In Rack,#000000
REL1226,7734,AUSYCT-28A-GCE4,110.242.79.41,39971,Router,Icon,6497,AUSYCT-28A-9GTM,225.191.55.72,29488,Firewall,Icon,70,Physically Connected To,#000000
REL7705,2202,AUSYCT-28A-ZFXG,93.49.213.71,21784,Firewall,Icon,5015,AUSYCT-28A-DJAP,79.242.99.77,50049,Switch,Icon,49,Connected To,#000000
REL6913,1117,AUSYCT-28A-R770,199.192.148.16,43768,Printer,Icon,174,AUSYCT-28A-TTUB,9.98.98.233,2512,Server,Icon,87,Located In,#000000
REL9081,895,AUSYCT-28A-K2BV,80.118.125.183,24815,Printer,Icon,3034,AUSYCT-28A-FBLE,228.197.20.31,14262,Printer,Icon,38,Located In,#000000
REL6292,8096,AUSYCT-28A-2ZJJ,191.107.150.235,27756,Firewall,Icon,2767,AUSYCT-28A-MYO6,0.98.95.109,44259,Firewall,Icon,72,Connected To,#000000
REL2937,2539,AUSYCT-28A-AVD7,251.24.165.13,29650,Printer,Icon,1512,AUSYCT-28A-QM3U,101.226.209.219,34450,Router,Icon,44,Configured On,#000000
REL1672,9195,AUSYCT-28A-LAU5,184.207.148.77,35893,Server,Icon,343,AUSYCT-28A-KL9U,22.137.6.25,34182,Router,Icon,23,Owns,#000000
REL6953,729,AUSYCT-28A-UOGJ,217.228.25.99,47678,Firewall,Icon,1941,AUSYCT-28A-WMFS,213.117.231.164,21628,Firewall,Icon,62,Connected To,#000000
REL4390,389,AUSYCT-28A-KMP3,105.57.183.91,22427,Printer,Icon,1548,AUSYCT-28A-9Z87,61.23.242.188,46114,Printer,Icon,40,Connected To,#000000
REL336,2157,AUSYCT-28A-WT5E,15.47.233.142,37089,Switch,Icon,3437,AUSYCT-28A-X7FC,240.212.232.230,4834,Server,Icon,44,Owns,#000000
REL6105,6414,AUSYCT-28A-NCLC,103.34.199.86,739,Printer,Icon,9431,AUSYCT-28A-SVZB,1.55.242.78,64690,Server,Icon,94,In Rack,#000000
REL4505,7179,AUSYCT-28A-5A47,139.24.168.118,45640,Firewall,Icon,3563,AUSYCT-28A-UWYM,139.192.48.79,31809,Server,Icon,33,Connected To,#000000
REL8445,5990,AUSYCT-28A-JD18,94.108.232.7,33829,Router,Icon,6316,AUSYCT-28A-LDKK,99.60.231.76,15092,Router,Icon,67,Depends On,#000000
REL2087,2532,AUSYCT-28A-I6SG,170.247.13.31,25900,Router,Icon,3446,AUSYCT-28A-J2MZ,65.110.227.206,10263,Firewall,Icon,51,Connected To,#000000
REL1515,8329,AUSYCT-28A-4OVQ,85.221.119.163,7523,Printer,Icon,8967,AUSYCT-28A-MZQF,133.64.200.255,31327,Router,Icon,27,Located In,#000000
REL7690,6463,AUSYCT-28A-UBAK,119.14.178.137,56753,Server,Icon,8429,AUSYCT-28A-0HCE,80.111.115.238,23850,Server,Icon,79,Connected To,#000000
REL7574,1823,AUSYCT-28A-8WEL,14.38.43.27,29562,Printer,Icon,3238,AUSYCT-28A-1J00,81.246.140.249,34416,Printer,Icon,43,Replicated At,#000000
REL918,2506,AUSYCT-28A-T4L4,173.249.160.69,17137,Server,Icon,7827,AUSYCT-28A-TWMJ,205.14.181.240,57502,Server,Icon,65,Located In,#000000
REL2205,8833,AUSYCT-28A-1E6X,19.226.69.66,28160,Server,Icon,6636,AUSYCT-28A-IBOL,224.143.16.99,25310,Printer,Icon,20,Connected To,#000000
REL3169,3298,AUSYCT-28A-7BJD,28.215.217.78,51445,Router,Icon,7848,AUSYCT-28A-YGEB,11.173.180.189,52965,Printer,Icon,26,Hosted On,#000000
REL4304,957,AUSYCT-28A-SA81,1.149.21.213,63578,Printer,Icon,9512,AUSYCT-28A-XSGV,253.248.139.103,18095,Server,Icon,45,Virtualized On,#000000
REL9532,2824,AUSYCT-28A-MP1N,209.243.15.195,1600,Switch,Icon,2878,AUSYCT-28A-M2CB,143.0.200.211,49945,Router,Icon,65,Hosted On,#000000
REL517,4888,AUSYCT-28A-DITG,167.46.49.200,18337,Printer,Icon,6213,AUSYCT-28A-QPWC,86.118.253.226,19576,Router,Icon,11,Located In,#000000
REL5976,6216,AUSYCT-28A-UJPG,63.34.1.173,1542,Firewall,Icon,2794,AUSYCT-28A-779K,39.68.50.136,62978,Router,Icon,34,In Rack,#000000
REL3694,6143,AUSYCT-28A-HQ56,253.9.169.54,21067,Router,Icon,8202,AUSYCT-28A-WDUZ,17.3.216.193,25677,Server,Icon,10,Hosted On,#000000
REL8280,3273,AUSYCT-28A-BFGP,73.39.39.114,13130,Switch,Icon,1315,AUSYCT-28A-OBE9,120.84.105.29,19214,Firewall,Icon,18,Connected To,#000000
REL998,66,AUSYCT-28A-1KT1,144.146.150.139,61738,Printer,Icon,3562,AUSYCT-28A-6J9Z,233.186.211.1,64711,Server,Icon,9,Connected To,#000000
REL7889,8175,AUSYCT-28A-IL23,172.217.127.213,65069,Printer,Icon,4829,AUSYCT-28A-OVA3,14.11.192.35,52797,Printer,Icon,28,In Rack,#000000
REL9409,115,AUSYCT-28A-3EOZ,238.198.217.254,4053,Printer,Icon,8088,AUSYCT-28A-C9L2,46.248.59.174,42555,Switch,Icon,60,Located In,#000000
REL5178,3188,AUSYCT-28A-QCUW,190.79.174.204,25107,Firewall,Icon,2049,AUSYCT-28A-ATTD,218.6.151.133,46820,Printer,Icon,66,In Rack,#000000
REL4573,3044,AUSYCT-28A-69EM,26.85.130.178,9021,Router,Icon,2505,AUSYCT-28A-DWXK,198.146.136.172,26763,Router,Icon,7,Located In,#000000
REL1690,1512,AUSYCT-28A-9DAM,253.127.126.185,12509,Firewall,Icon,361,AUSYCT-28A-JV69,36.191.167.253,35956,Firewall,Icon,11,In Rack,#000000
REL5735,6422,AUSYCT-28A-9NW3,54.98.49.100,16583,Server,Icon,2588,AUSYCT-28A-S434,148.39.100.105,9622,Firewall,Icon,39,Hosted On,#000000
REL4028,3034,AUSYCT-28A-MDN0,3.128.32.0,6738,Router,Icon,8084,AUSYCT-28A-8L40,160.182.32.124,32683,Switch,Icon,2,Replicated At,#000000
REL2748,2961,AUSYCT-28A-HR7T,20.70.118.143,19749,Switch,Icon,3211,AUSYCT-28A-ZO96,152.163.45.70,4009,Switch,Icon,95,Located In,#000000
REL1529,3615,AUSYCT-28A-06TH,121.196.223.94,49521,Firewall,Icon,7516,AUSYCT-28A-JS6M,145.121.247.187,51872,Router,Icon,59,Owns,#000000
REL4944,4827,AUSYCT-28A-WNWN,162.118.142.34,32120,Printer,Icon,8267,AUSYCT-28A-E940,42.181.228.108,51741,Server,Icon,82,In Rack,#000000
REL4951,7056,AUSYCT-28A-6K9M,49.146.114.97,10318,Server,Icon,5425,AUSYCT-28A-KDR6,139.143.34.98,36988,Printer,Icon,44,Located In,#000000
REL3592,2860,AUSYCT-28A-K47F,195.225.46.246,54016,Printer,Icon,7987,AUSYCT-28A-BHPI,193.144.239.226,48494,Server,Icon,37,Connected To,#000000
REL1446,9345,AUSYCT-28A-9IKZ,152.187.216.210,39489,Router,Icon,3774,AUSYCT-28A-UJB1,245.160.53.166,2563,Router,Icon,88,Replicated At,#000000
REL8000,5434,AUSYCT-28A-FH4U,174.43.84.51,9613,Switch,Icon,1013,AUSYCT-28A-LCF2,227.5.203.245,32374,Firewall,Icon,72,Located In,#000000
