Asset ID,Asset Name,Type,Description,IP Address,MAC Address,Serial Number,Model Number,Status,Decommissioned,Business Criticality,Impact Radius,Resource Group,Vendor,Manufacturer,Device Contact,Country,Site,Region,Business Time Zone,Tags
1605,AUSYCT-28A-MG2G,Router,Description of Device11,17.59.134.198,73:0f:5c:45:d1:d9,SN1HYNLY,ModelDYVO,Inactive,No,Low,Global,Group1,Juniper,Juniper,Contact2,UK,Branch Office,West,GMT-8,Tag1
7362,AUSYCT-28A-7G3T,Printer,Description of Device12,102.7.73.164,83:84:65:1a:2e:d3,SNPGBW3X,ModelHXGA,Inactive,No,Low,Local,Group1,IBM,Juniper,Contact5,Canada,Warehouse,North,GMT+5,Tag2
6243,AUSYCT-28A-WE90,Server,Description of Device13,237.1.175.109,91:97:3d:eb:6b:67,SNNIH80A,Model5XFG,Inactive,Yes,Medium,Local,Group4,Cisco,IBM,Contact2,Canada,HQ,West,GMT+5,Tag1
185,AUSYCT-28A-P57X,Firewall,Description of Device14,18.191.200.125,59:e1:13:5b:8b:18,SNPFZKQ1,ModelCULB,Inactive,No,Low,Global,Group1,IBM,Cisco,Contact1,Australia,Datacenter,South,GMT-8,Tag3
5314,AUSYCT-28A-ERY5,Router,Description of Device15,151.180.157.68,ec:90:4c:2e:77:50,SN5VBVWR,ModelF31Z,Active,No,High,Global,Group5,IBM,HP,Contact1,Australia,Datacenter,West,GMT+1,Tag1
3448,AUSYCT-28A-HSUH,Router,Description of Device16,112.154.40.140,64:85:68:0c:4d:95,SNHZT1A1,ModelL7PS,Inactive,No,Low,Local,Group5,IBM,Juniper,Contact1,UK,HQ,West,GMT+1,Tag2
5309,AUSYCT-28A-U9SB,Firewall,Description of Device17,126.74.227.145,83:c4:f0:ab:68:d1,SN4HVLOZ,ModelBBCY,Inactive,No,Low,Global,Group3,IBM,Dell,Contact2,Australia,Datacenter,South,GMT+5,Tag3
1264,AUSYCT-28A-HU2O,Router,Description of Device18,38.0.0.93,85:ab:59:56:00:85,SNB23P3F,ModelYGSY,Inactive,No,Low,Local,Group4,Cisco,IBM,Contact3,Canada,Warehouse,South,GMT-5,Tag2
8988,AUSYCT-28A-7OI4,Firewall,Description of Device19,96.217.221.255,76:4e:8f:a7:3a:79,SNA4KTCZ,Model5PH4,Active,No,Low,Global,Group1,IBM,IBM,Contact1,USA,Datacenter,East,GMT+5,Tag1
9579,AUSYCT-28A-NRN9,Firewall,Description of Device20,102.166.23.81,b3:5e:8f:19:7f:a4,SNU9YSY9,Model3IKE,Active,Yes,High,Global,Group5,Cisco,IBM,Contact1,USA,Branch Office,West,GMT+1,Tag1
9528,AUSYCT-28A-KJJV,Firewall,Description of Device21,222.71.242.13,87:09:32:15:01:5f,SNW81I2L,Model2DWE,Inactive,Yes,Low,Global,Group2,Cisco,Dell,Contact2,Germany,HQ,East,GMT+5,Tag2
8424,AUSYCT-28A-TF73,Firewall,Description of Device22,111.216.251.107,b3:ca:7e:7b:57:0e,SN5Y3X5U,Model2W4J,Inactive,Yes,High,Global,Group1,HP,IBM,Contact5,UK,HQ,East,GMT+5,Tag1
2266,AUSYCT-28A-25IZ,Server,Description of Device23,196.145.251.125,84:1c:70:38:80:8e,SNTFBPYO,ModelW0JT,Inactive,No,High,Local,Group3,IBM,Juniper,Contact4,UK,Warehouse,East,GMT+5,Tag2
1485,AUSYCT-28A-S5OX,Server,Description of Device24,120.110.93.77,fe:bd:c3:21:16:74,SNJUZ2TN,ModelMIEP,Active,No,Low,Local,Group5,HP,Juniper,Contact5,Australia,HQ,East,GMT+1,Tag2
4893,AUSYCT-28A-GMQX,Router,Description of Device25,232.231.227.122,b2:58:d1:50:ac:e8,SNTLTRR9,Model29WM,Active,No,Medium,Global,Group3,HP,HP,Contact5,UK,Warehouse,East,GMT+5,Tag1
58,AUSYCT-28A-SIBE,Firewall,Description of Device26,205.131.93.106,f9:ef:74:80:53:2f,SNOS47Y5,ModelZXOJ,Active,No,Medium,Local,Group3,Juniper,IBM,Contact3,UK,HQ,North,GMT+1,Tag1
2530,AUSYCT-28A-6RQ0,Server,Description of Device27,4.127.100.49,f7:9e:ec:01:b7:d1,SNN60OW7,ModelOLES,Inactive,No,Medium,Global,Group4,Cisco,IBM,Contact5,USA,HQ,North,GMT+5,Tag1
9345,AUSYCT-28A-9IKZ,Router,Description of Device28,152.187.216.210,db:49:03:ad:9f:aa,SNF4D4K4,ModelX1MW,Active,No,High,Local,Group1,HP,HP,Contact3,USA,Datacenter,South,GMT+1,Tag3
2827,AUSYCT-28A-QCXZ,Switch,Description of Device29,193.5.82.43,4f:8b:01:d2:b3:b9,SNLEXCHJ,ModelE0UR,Active,Yes,Medium,Global,Group1,Dell,Cisco,Contact5,Canada,HQ,South,GMT-8,Tag3
8670,AUSYCT-28A-0DAI,Router,Description of Device30,150.58.248.194,3e:7b:2e:72:cd:c9,SNV4I0DI,ModelHA6Q,Active,Yes,Low,Global,Group5,Dell,Dell,Contact1,Germany,Datacenter,East,GMT+5,Tag2
309,AUSYCT-28A-UJU4,Router,Description of Device31,110.82.114.5,48:ab:64:bd:b4:4a,SNYPP0YB,Model4R9S,Inactive,No,Medium,Global,Group3,Cisco,Juniper,Contact4,UK,Warehouse,North,GMT+1,Tag1
6660,AUSYCT-28A-PWW4,Printer,Description of Device32,192.55.85.54,7e:60:35:2a:dc:49,SN6YM6EZ,ModelFPW5,Active,Yes,Low,Local,Group4,Cisco,Dell,Contact3,Australia,HQ,East,GMT-5,Tag2
2523,AUSYCT-28A-A9OB,Router,Description of Device33,117.154.133.5,6e:90:4a:d3:8e:3a,SNI9GZQK,ModelJ9NU,Inactive,No,Medium,Global,Group1,HP,IBM,Contact2,Germany,Warehouse,West,GMT-8,Tag2
4870,AUSYCT-28A-SBII,Server,Description of Device34,7.47.4.251,86:6e:63:89:ba:42,SNMSFHQH,ModelVDLA,Inactive,Yes,Medium,Global,Group3,HP,HP,Contact5,UK,Datacenter,West,GMT+5,Tag1
2353,AUSYCT-28A-FSFS,Printer,Description of Device35,153.83.146.53,c1:eb:a9:04:4d:58,SNQIDV7E,ModelXKDC,Active,No,Medium,Local,Group1,Dell,Cisco,Contact5,UK,HQ,North,GMT+5,Tag2
1872,AUSYCT-28A-ESET,Firewall,Description of Device36,30.125.81.237,8c:9f:86:97:34:09,SNERZB55,Model5V65,Active,Yes,High,Local,Group4,IBM,Cisco,Contact1,UK,Warehouse,East,GMT-8,Tag1
6988,AUSYCT-28A-LVCC,Router,Description of Device37,90.89.226.209,05:0e:f5:30:72:9c,SNSDB55B,ModelUB47,Inactive,No,High,Global,Group3,Juniper,Cisco,Contact5,Australia,Warehouse,West,GMT-5,Tag3
8305,AUSYCT-28A-5I02,Server,Description of Device38,149.90.180.224,55:ed:32:80:93:4b,SNGLT84Z,Model7AOA,Active,Yes,Medium,Global,Group1,Dell,Cisco,Contact4,USA,Datacenter,North,GMT-8,Tag1
6326,AUSYCT-28A-M19U,Router,Description of Device39,99.56.202.228,60:8c:67:03:0f:05,SNH1J6IQ,ModelM26A,Active,Yes,Low,Global,Group4,IBM,HP,Contact5,UK,HQ,South,GMT+1,Tag2
6026,AUSYCT-28A-J3JX,Firewall,Description of Device40,78.123.47.2,c4:63:e8:fc:d2:23,SNJZ027I,ModelVV7V,Inactive,No,High,Local,Group1,HP,Dell,Contact4,USA,Warehouse,South,GMT-8,Tag3
1311,AUSYCT-28A-IONF,Router,Description of Device41,233.207.69.232,6d:8e:b9:84:de:63,SNQ20VBV,ModelWQRD,Inactive,Yes,High,Local,Group5,IBM,Dell,Contact3,Australia,Datacenter,South,GMT-5,Tag1
2317,AUSYCT-28A-ZTJR,Switch,Description of Device42,219.18.204.145,79:9b:8f:a2:fb:0c,SNKUF7GC,ModelN817,Active,Yes,High,Global,Group5,Cisco,Cisco,Contact2,Germany,HQ,South,GMT-8,Tag2
8277,AUSYCT-28A-AD42,Server,Description of Device43,69.23.186.41,7f:90:43:37:c1:f4,SNY8INKD,ModelC17O,Active,Yes,High,Local,Group4,Dell,HP,Contact2,Australia,Warehouse,West,GMT+5,Tag3
6307,AUSYCT-28A-294P,Switch,Description of Device44,213.24.47.229,dd:13:1e:1d:2c:06,SN3QVBWC,ModelX2EG,Active,Yes,High,Local,Group1,Juniper,IBM,Contact1,Germany,HQ,North,GMT-8,Tag1
6001,AUSYCT-28A-T1TL,Switch,Description of Device45,152.83.103.200,2d:b4:65:52:18:54,SN6EVEO2,ModelDKT0,Active,No,Medium,Global,Group1,HP,HP,Contact2,USA,Datacenter,South,GMT-5,Tag1
9038,AUSYCT-28A-75TY,Switch,Description of Device46,193.152.143.196,32:b3:2b:43:2a:54,SN13TGOG,ModelCC75,Inactive,No,Medium,Local,Group1,Dell,Juniper,Contact5,UK,Branch Office,North,GMT-5,Tag2
1700,AUSYCT-28A-Q63C,Router,Description of Device47,22.222.171.180,7b:d6:a4:d3:7e:91,SNG49DQK,ModelWXSD,Inactive,Yes,Low,Global,Group3,Dell,Cisco,Contact1,Canada,Datacenter,South,GMT+5,Tag2
8191,AUSYCT-28A-FXFY,Firewall,Description of Device48,11.10.91.47,3d:43:c9:ba:cb:ea,SNNFCOV3,ModelA640,Inactive,No,Low,Global,Group2,Juniper,Dell,Contact3,Canada,Branch Office,East,GMT-8,Tag1
2698,AUSYCT-28A-TGI7,Server,Description of Device49,209.180.198.116,3d:56:1f:c0:8f:fb,SN8WA6HQ,ModelNCLK,Inactive,Yes,High,Global,Group3,IBM,Dell,Contact4,Australia,HQ,East,GMT+1,Tag1
5253,AUSYCT-28A-X87L,Router,Description of Device50,159.223.237.82,f8:0b:df:ec:f3:21,SNOKC8IS,Model4GZK,Active,No,Low,Local,Group5,Cisco,IBM,Contact5,UK,Datacenter,West,GMT-5,Tag2
1574,AUSYCT-28A-KE24,Server,Description of Device51,81.185.186.210,e1:7e:77:1b:28:56,SNT1RZS5,ModelDHK8,Inactive,Yes,High,Global,Group4,Cisco,Cisco,Contact5,Germany,Warehouse,East,GMT-5,Tag3
5302,AUSYCT-28A-9F0O,Server,Description of Device52,213.181.178.112,84:fe:44:ec:43:96,SN5RF8ZQ,ModelS8GL,Active,No,Low,Global,Group3,Juniper,Dell,Contact3,Canada,Datacenter,North,GMT-5,Tag2
7888,AUSYCT-28A-4YW1,Firewall,Description of Device53,169.100.247.12,8a:b6:03:02:32:fc,SNXROIZG,Model5SMQ,Inactive,No,Medium,Global,Group1,HP,IBM,Contact1,Australia,Datacenter,East,GMT+5,Tag3
3469,AUSYCT-28A-89WS,Router,Description of Device54,168.140.253.128,ed:2e:5e:67:31:e0,SN7E01V2,ModelPJCR,Inactive,Yes,High,Local,Group3,HP,Juniper,Contact3,Australia,Datacenter,North,GMT+5,Tag1
5360,AUSYCT-28A-GFF1,Firewall,Description of Device55,157.130.224.117,ed:50:0a:53:10:45,SNHCMPNO,Model8ROX,Inactive,Yes,High,Global,Group2,HP,HP,Contact5,Germany,Branch Office,North,GMT-8,Tag2
41,AUSYCT-28A-TW2I,Server,Description of Device56,153.118.11.171,b8:94:aa:3c:6b:b6,SNUDNZX2,ModelTW4H,Active,Yes,High,Global,Group4,IBM,Dell,Contact4,UK,Datacenter,South,GMT+1,Tag3
4888,AUSYCT-28A-DITG,Printer,Description of Device57,167.46.49.200,d9:96:9d:f3:2e:76,SNME11DZ,Model6L7R,Active,No,High,Global,Group2,Juniper,Dell,Contact4,USA,Branch Office,North,GMT-8,Tag1
4773,AUSYCT-28A-GVV9,Printer,Description of Device58,37.203.48.80,ff:bf:e7:a1:ee:bf,SNAF6E6J,ModelX0WX,Active,No,Medium,Local,Group4,IBM,HP,Contact2,Canada,Datacenter,East,GMT-8,Tag2
3312,AUSYCT-28A-00YJ,Firewall,Description of Device59,47.220.97.86,ca:3e:a1:04:7e:78,SNTUTSG4,ModelGNZW,Active,Yes,Low,Global,Group3,Dell,HP,Contact4,Australia,HQ,West,GMT+1,Tag3
7355,AUSYCT-28A-ULMR,Server,Description of Device60,38.171.227.241,1a:be:fa:4c:c2:41,SNXLA2KA,ModelTOMP,Inactive,No,Medium,Global,Group2,Cisco,IBM,Contact5,UK,HQ,East,GMT+5,Tag1
8676,AUSYCT-28A-VQWJ,Router,Description of Device61,24.59.154.84,7f:7f:8e:85:c9:34,SNZAB8UZ,Model75ZA,Inactive,No,Low,Global,Group2,HP,Cisco,Contact5,Australia,Branch Office,South,GMT+5,Tag1
966,AUSYCT-28A-77J4,Server,Description of Device62,72.18.141.152,64:28:08:7c:61:4f,SNJEQ4HL,ModelN5ST,Active,Yes,Medium,Global,Group1,Dell,HP,Contact4,UK,HQ,West,GMT+5,Tag3
8676,AUSYCT-28A-6U1P,Printer,Description of Device63,201.142.253.167,56:6a:fe:38:91:8c,SNPC9VUD,ModelRSP8,Active,Yes,Low,Local,Group4,Juniper,Dell,Contact3,Australia,Branch Office,East,GMT-8,Tag1
7577,AUSYCT-28A-BIBU,Printer,Description of Device64,27.169.194.187,b7:f1:0a:ed:15:07,SNEH50MJ,ModelTJM3,Inactive,No,Medium,Local,Group3,Juniper,Juniper,Contact2,Australia,Datacenter,East,GMT-5,Tag3
6161,AUSYCT-28A-RWAC,Firewall,Description of Device65,132.243.181.146,68:44:18:e6:03:ad,SN1WC29K,ModelZWM4,Inactive,Yes,Low,Global,Group1,Dell,HP,Contact3,Australia,HQ,North,GMT-5,Tag3
9828,AUSYCT-28A-9EX8,Firewall,Description of Device66,37.14.79.240,3f:d3:35:f0:87:06,SNWZNDDY,ModelK5RU,Active,Yes,High,Local,Group2,IBM,Dell,Contact3,Australia,HQ,East,GMT-8,Tag3
1688,AUSYCT-28A-TQYX,Firewall,Description of Device67,78.27.42.46,5f:39:c0:b5:db:bd,SNRLGPIK,Model1PJR,Active,No,Low,Global,Group3,HP,IBM,Contact4,USA,HQ,East,GMT+1,Tag3
4727,AUSYCT-28A-6288,Router,Description of Device68,210.230.75.208,1b:7c:9c:6b:c8:bf,SN4HGMOS,Model3HCY,Inactive,Yes,High,Global,Group1,IBM,Dell,Contact1,UK,Branch Office,West,GMT+5,Tag1
7677,AUSYCT-28A-0Z37,Switch,Description of Device69,212.59.36.60,e6:34:18:65:2b:30,SNJR8EP2,ModelK5RV,Inactive,No,Medium,Global,Group2,IBM,IBM,Contact3,UK,Branch Office,South,GMT-5,Tag2
7841,AUSYCT-28A-QLOM,Router,Description of Device70,67.69.254.109,74:1c:68:3b:1b:68,SNBCC4K7,ModelYF7F,Inactive,No,Medium,Local,Group1,IBM,Dell,Contact5,Canada,Branch Office,North,GMT-8,Tag1
4024,AUSYCT-28A-IB4M,Firewall,Description of Device71,54.35.52.47,ba:d9:76:31:28:4e,SNP1NDDX,ModelD9DQ,Inactive,Yes,High,Local,Group4,Dell,HP,Contact5,Australia,HQ,East,GMT-5,Tag3
7171,AUSYCT-28A-LL2Z,Router,Description of Device72,122.122.152.222,f5:52:80:ac:a1:3f,SNKQ8GZ7,ModelQZBE,Active,Yes,Medium,Global,Group3,Juniper,HP,Contact2,Germany,Branch Office,East,GMT-8,Tag1
3042,AUSYCT-28A-22WB,Printer,Description of Device73,25.166.151.108,bf:bf:72:91:aa:3f,SN7EWCOA,ModelZTZD,Inactive,Yes,High,Global,Group3,IBM,Dell,Contact4,Australia,Warehouse,West,GMT-5,Tag1
5516,AUSYCT-28A-8HF1,Router,Description of Device74,26.98.126.230,fa:7b:11:80:7c:0c,SNUO7KQ6,ModelHTXK,Active,No,Low,Global,Group1,HP,IBM,Contact3,Germany,HQ,South,GMT-8,Tag3
2594,AUSYCT-28A-ASG4,Router,Description of Device75,95.177.82.81,9b:6d:f0:8e:e0:c6,SN4HH8R5,ModelTUEN,Inactive,No,High,Global,Group2,Cisco,IBM,Contact5,Australia,HQ,East,GMT-8,Tag3
5326,AUSYCT-28A-K0RE,Switch,Description of Device76,65.112.44.156,0c:37:ec:a1:c1:02,SNR54A21,ModelFLKP,Inactive,Yes,Medium,Local,Group2,IBM,Dell,Contact3,USA,Datacenter,South,GMT-5,Tag3
2065,AUSYCT-28A-72NB,Switch,Description of Device77,57.85.30.138,20:54:e2:54:49:29,SN1E4YFM,Model9QPS,Active,No,Medium,Global,Group1,Dell,Juniper,Contact1,UK,Warehouse,East,GMT+1,Tag2
906,AUSYCT-28A-Z0MS,Router,Description of Device78,185.186.249.33,6a:df:6c:88:e3:c3,SNTTVIEK,Model1MS2,Active,No,Medium,Global,Group5,Cisco,Cisco,Contact5,Canada,HQ,South,GMT-5,Tag3
8968,AUSYCT-28A-Q5R3,Firewall,Description of Device79,208.1.221.174,b0:37:6e:b4:08:20,SNBDZKOY,ModelH4D4,Active,No,High,Local,Group4,Juniper,Dell,Contact4,UK,Branch Office,East,GMT-5,Tag3
3633,AUSYCT-28A-7IU0,Switch,Description of Device80,51.68.250.53,a0:77:26:1a:2b:7f,SNO7UUKI,ModelDZ6M,Inactive,No,Medium,Global,Group4,Cisco,IBM,Contact2,Germany,HQ,West,GMT+5,Tag3
944,AUSYCT-28A-J9JQ,Printer,Description of Device81,238.51.254.45,f5:ff:38:8a:3e:33,SN6IE4DK,Model7Z0E,Inactive,Yes,Low,Global,Group2,HP,IBM,Contact4,Germany,Datacenter,West,GMT+1,Tag3
5888,AUSYCT-28A-8B8V,Printer,Description of Device82,57.55.193.32,5e:ed:5a:da:31:72,SNH5OXR6,ModelQP8N,Inactive,Yes,High,Local,Group3,IBM,IBM,Contact3,UK,Branch Office,East,GMT+1,Tag3
3284,AUSYCT-28A-2X8V,Server,Description of Device83,67.192.142.110,26:6f:61:e2:e9:6e,SNE76FW2,ModelZT5Z,Active,Yes,High,Global,Group4,HP,Cisco,Contact2,Germany,Warehouse,South,GMT+1,Tag3
8027,AUSYCT-28A-Y44B,Server,Description of Device84,82.62.62.235,c4:a4:a6:44:a7:5a,SN91N2BQ,ModelO33H,Inactive,Yes,Medium,Local,Group1,Juniper,Cisco,Contact3,Germany,Datacenter,West,GMT+5,Tag2
7986,AUSYCT-28A-QA9S,Firewall,Description of Device85,21.88.219.15,37:59:0a:de:29:bb,SNE3B4ZB,Model1YWN,Active,No,High,Local,Group3,Juniper,Dell,Contact1,USA,Branch Office,North,GMT+5,Tag2
4552,AUSYCT-28A-7M7C,Router,Description of Device86,42.152.38.44,a7:5b:2b:31:ed:f8,SNIU8MZI,ModelR9XZ,Active,Yes,High,Local,Group4,IBM,Juniper,Contact2,USA,HQ,East,GMT+5,Tag1
894,AUSYCT-28A-PR2K,Server,Description of Device87,22.206.8.248,1f:ae:ca:cd:3d:20,SNUJSQUC,ModelBQ85,Active,No,High,Local,Group2,IBM,IBM,Contact3,Australia,Branch Office,East,GMT+5,Tag3
6501,AUSYCT-28A-CY51,Printer,Description of Device88,245.59.244.148,d3:c4:77:ea:e3:21,SN827FGJ,ModelRDSY,Active,Yes,Medium,Local,Group5,Cisco,Cisco,Contact2,Canada,Datacenter,East,GMT-8,Tag3
6947,AUSYCT-28A-E490,Server,Description of Device89,34.136.33.154,48:f3:f7:4f:04:7e,SNVUR555,ModelCGL8,Inactive,No,Low,Local,Group5,Cisco,IBM,Contact4,USA,Datacenter,South,GMT+1,Tag2
9131,AUSYCT-28A-6PVR,Router,Description of Device90,49.59.227.4,26:3f:aa:b2:65:9e,SN4EX6K6,Model0WS1,Active,No,High,Local,Group1,Dell,Dell,Contact4,Canada,Branch Office,West,GMT+1,Tag2
7263,AUSYCT-28A-ANXN,Server,Description of Device91,213.158.6.172,5f:55:e0:d9:3f:a3,SNVCR8DO,Model74CR,Inactive,No,High,Global,Group5,HP,IBM,Contact5,Australia,Datacenter,West,GMT-8,Tag1
1743,AUSYCT-28A-8EQ4,Switch,Description of Device92,120.8.203.26,63:62:94:8e:fb:a9,SN6O6X8F,ModelCDV0,Inactive,No,High,Local,Group3,HP,Juniper,Contact2,Australia,Warehouse,South,GMT+1,Tag1
1068,AUSYCT-28A-ZJ4N,Router,Description of Device93,215.11.41.42,70:d8:75:30:c6:a3,SNWOOFB7,ModelS0CV,Inactive,No,Low,Local,Group2,IBM,HP,Contact4,UK,Warehouse,North,GMT-8,Tag1
3458,AUSYCT-28A-WGKL,Firewall,Description of Device94,17.113.93.205,e8:e0:ec:b8:8d:ec,SNDYLNNG,ModelYIMJ,Inactive,No,Low,Global,Group1,Juniper,Juniper,Contact2,Canada,Datacenter,West,GMT+5,Tag1
4598,AUSYCT-28A-2HL7,Router,Description of Device95,126.38.7.59,9f:ef:d3:9e:0e:c0,SN7NB6TO,ModelAJ0F,Inactive,No,High,Local,Group1,Dell,Cisco,Contact1,UK,HQ,South,GMT+5,Tag1
7643,AUSYCT-28A-2WNJ,Printer,Description of Device96,183.149.4.67,e2:90:f6:9a:83:29,SN7SFGXW,ModelR5CT,Active,Yes,Medium,Local,Group3,HP,HP,Contact4,Australia,HQ,East,GMT+1,Tag1
9059,AUSYCT-28A-RS3C,Firewall,Description of Device97,75.159.215.46,08:0f:27:fd:f3:69,SNW56SOQ,ModelKY7B,Active,No,Low,Global,Group4,HP,HP,Contact2,UK,Branch Office,North,GMT-5,Tag2
9858,AUSYCT-28A-MVLB,Server,Description of Device98,210.96.168.160,58:a8:f0:b5:39:22,SNTJJ6OS,ModelQJ9N,Inactive,Yes,Medium,Local,Group5,Cisco,Cisco,Contact5,USA,Branch Office,East,GMT-5,Tag1
222,AUSYCT-28A-916L,Router,Description of Device99,167.91.215.80,0c:35:bc:65:86:b7,SN570RUA,Model61ED,Inactive,No,High,Global,Group4,IBM,Juniper,Contact1,Germany,Branch Office,West,GMT-8,Tag3
958,AUSYCT-28A-UFJO,Server,Description of Device100,60.255.107.221,1c:eb:08:6e:a6:a9,SN0LEPEM,Model5LSX,Active,No,Medium,Local,Group2,Juniper,Cisco,Contact1,Germany,Warehouse,South,GMT+5,Tag3
7110,AUSYCT-28A-00I8,Server,Description of Device101,98.100.147.133,e5:d2:ee:65:db:a3,SNHJI9KW,Model78PN,Active,Yes,High,Local,Group5,HP,IBM,Contact4,Germany,Warehouse,South,GMT-5,Tag1
6151,AUSYCT-28A-HS0P,Server,Description of Device102,157.221.200.152,2e:4b:5d:09:d4:8f,SNPZ0YRX,ModelWT8F,Active,No,High,Global,Group5,Juniper,Juniper,Contact4,USA,Branch Office,North,GMT-5,Tag3
1949,AUSYCT-28A-9WTW,Router,Description of Device103,4.133.129.147,15:65:43:b8:d7:de,SN5TAIEQ,Model5Y4T,Inactive,No,High,Global,Group4,Juniper,Juniper,Contact4,Australia,Datacenter,East,GMT+5,Tag2
8640,AUSYCT-28A-NENB,Firewall,Description of Device104,146.41.246.104,07:5b:26:37:07:b1,SN6TQB9O,Model1DKK,Inactive,No,High,Global,Group2,Cisco,IBM,Contact2,UK,Branch Office,South,GMT+5,Tag1
6614,AUSYCT-28A-SLL6,Router,Description of Device105,7.60.12.121,8f:1c:4c:0d:7d:32,SNZMMRZI,Model1CY9,Inactive,No,High,Local,Group1,Juniper,HP,Contact1,Canada,Branch Office,North,GMT+1,Tag3
6313,AUSYCT-28A-Z6LR,Switch,Description of Device106,204.38.74.154,ff:35:bc:d9:d3:04,SNG9CL6W,ModelHY8Z,Inactive,Yes,High,Local,Group4,IBM,Cisco,Contact4,UK,Branch Office,East,GMT+5,Tag2
6218,AUSYCT-28A-PVPC,Server,Description of Device107,128.92.233.230,d4:8f:d9:4f:07:2a,SNA3RNDG,Model60K7,Inactive,No,High,Local,Group3,Cisco,IBM,Contact2,UK,Branch Office,North,GMT+5,Tag3
2260,AUSYCT-28A-6IOO,Switch,Description of Device108,86.236.249.251,9c:2f:8d:61:bc:83,SNQT4ERD,Model2AK6,Active,No,Medium,Local,Group4,IBM,Dell,Contact3,Germany,HQ,North,GMT-5,Tag2
8223,AUSYCT-28A-0KK0,Router,Description of Device109,220.177.99.54,3f:2e:8a:50:8b:c9,SNYWDCJ3,ModelZ62T,Active,Yes,Medium,Global,Group2,Juniper,IBM,Contact1,UK,Warehouse,South,GMT-8,Tag3
3690,AUSYCT-28A-07C6,Printer,Description of Device110,40.26.75.129,e8:40:4d:e5:e7:31,SN78G9YG,ModelJ2WQ,Active,Yes,Low,Local,Group3,HP,IBM,Contact1,USA,Datacenter,West,GMT+1,Tag1
7993,AUSYCT-28A-670D,Router,Description of Device111,236.212.47.49,21:f3:e2:19:7e:55,SNLLAQ6W,ModelSWKW,Active,No,Medium,Global,Group4,Dell,IBM,Contact5,USA,Branch Office,West,GMT+1,Tag1
3960,AUSYCT-28A-WMO4,Firewall,Description of Device112,133.85.163.66,54:69:d1:75:50:da,SNXW377I,Model45YX,Active,Yes,Medium,Global,Group1,IBM,Cisco,Contact3,Australia,HQ,South,GMT-5,Tag3
8096,AUSYCT-28A-2ZJJ,Firewall,Description of Device113,191.107.150.235,d7:91:59:e4:8e:0a,SN6WBNHH,Model1BDD,Inactive,No,High,Local,Group4,IBM,Cisco,Contact3,USA,Warehouse,South,GMT-8,Tag1
1777,AUSYCT-28A-LL6I,Switch,Description of Device114,77.213.182.89,82:0f:be:db:ca:30,SN7HDN8O,ModelGFQD,Active,No,High,Global,Group1,Dell,Cisco,Contact1,Canada,Warehouse,South,GMT-8,Tag2
